Date,Temperature,Humidity,Windspeed,Visibility,Weather Type
2015-08-05 01:00:00,13,79,8,10,119
2015-08-05 02:00:00,13,79,8,10,116
2015-08-05 03:00:00,12,79,8,10,116
2015-08-05 04:00:00,13,76,8,10,116
2015-08-05 05:00:00,15,74,7,10,113
2015-08-05 06:00:00,16,71,7,10,113
2015-08-05 07:00:00,18,66,8,10,113
2015-08-05 08:00:00,19,61,10,10,113
2015-08-05 09:00:00,21,56,12,10,113
2015-08-05 10:00:00,23,51,13,10,113
2015-08-05 11:00:00,24,46,15,10,113
2015-08-05 12:00:00,26,41,17,10,113
2015-08-05 13:00:00,27,40,17,10,113
2015-08-05 14:00:00,27,38,17,10,113
2015-08-05 15:00:00,28,37,18,10,113
2015-08-05 16:00:00,28,40,15,10,113
2015-08-05 17:00:00,27,44,13,10,113
2015-08-05 18:00:00,27,47,11,10,113
2015-08-05 19:00:00,25,50,11,10,113
2015-08-05 20:00:00,24,53,10,10,113
2015-08-05 21:00:00,23,56,9,10,113
2015-08-05 22:00:00,22,57,9,10,113
2015-08-05 23:00:00,21,58,9,10,113
2015-08-06 00:00:00,20,59,9,10,113
2015-08-06 01:00:00,19,59,9,10,113
2015-08-06 02:00:00,18,59,8,10,113
2015-08-06 03:00:00,18,59,8,10,113
2015-08-06 04:00:00,18,60,9,10,113
2015-08-06 05:00:00,19,60,9,10,113
2015-08-06 06:00:00,20,61,10,10,113
2015-08-06 07:00:00,21,60,11,10,113
2015-08-06 08:00:00,23,59,12,10,116
2015-08-06 09:00:00,24,58,14,10,116
2015-08-06 10:00:00,25,55,15,10,116
2015-08-06 11:00:00,26,51,16,10,113
2015-08-06 12:00:00,27,48,17,10,113
2015-08-06 13:00:00,27,48,18,10,113
2015-08-06 14:00:00,27,48,18,10,113
2015-08-06 15:00:00,27,47,18,10,113
2015-08-06 16:00:00,26,50,17,10,113
2015-08-06 17:00:00,25,52,16,10,113
2015-08-06 18:00:00,23,55,15,10,113
2015-08-06 19:00:00,23,60,13,10,113
2015-08-06 20:00:00,22,65,11,10,113
2015-08-06 21:00:00,21,70,10,10,113
2015-08-06 22:00:00,19,75,8,10,113
2015-08-06 23:00:00,17,79,7,10,116
2015-08-07 00:00:00,16,84,5,10,116
2015-08-07 01:00:00,15,85,5,10,116
2015-08-07 02:00:00,14,85,4,10,119
2015-08-07 03:00:00,13,86,4,10,119
2015-08-07 04:00:00,14,82,3,10,119
2015-08-07 05:00:00,16,77,2,10,116
2015-08-07 06:00:00,17,73,2,10,116
2015-08-07 07:00:00,20,66,2,10,116
2015-08-07 08:00:00,22,58,1,10,113
2015-08-07 09:00:00,25,51,1,10,113
2015-08-07 10:00:00,26,47,3,10,113
2015-08-07 11:00:00,28,43,4,10,113
2015-08-07 12:00:00,29,40,6,10,113
2015-08-07 13:00:00,29,40,8,10,113
2015-08-07 14:00:00,29,40,10,10,113
2015-08-07 15:00:00,29,40,12,10,113
2015-08-07 16:00:00,29,45,13,10,113
2015-08-07 17:00:00,28,51,14,10,176
2015-08-07 18:00:00,27,56,15,10,176
2015-08-07 19:00:00,26,60,15,10,176
2015-08-07 20:00:00,24,65,15,10,176
2015-08-07 21:00:00,23,70,14,10,176
2015-08-07 22:00:00,21,74,12,10,176
2015-08-07 23:00:00,20,78,11,10,116
2015-08-08 00:00:00,18,82,9,10,116
2015-08-08 01:00:00,17,85,8,10,116
2015-08-08 02:00:00,16,88,7,10,116
2015-08-08 03:00:00,15,91,7,10,116
2015-08-08 04:00:00,16,90,8,10,116
2015-08-08 05:00:00,17,89,8,10,116
2015-08-08 06:00:00,17,88,9,10,116
2015-08-08 07:00:00,19,81,10,10,116
2015-08-08 08:00:00,21,73,10,10,113
2015-08-08 09:00:00,22,65,11,10,113
2015-08-08 10:00:00,24,59,11,10,113
2015-08-08 11:00:00,25,53,12,10,113
2015-08-08 12:00:00,26,47,12,10,113
2015-08-08 13:00:00,26,45,12,10,113
2015-08-08 14:00:00,26,44,13,10,113
2015-08-08 15:00:00,27,43,14,10,113
2015-08-08 16:00:00,26,45,13,10,113
2015-08-08 17:00:00,25,47,13,10,113
2015-08-08 18:00:00,25,49,13,10,113
2015-08-08 19:00:00,24,56,12,10,113
2015-08-08 20:00:00,23,62,11,10,113
2015-08-08 21:00:00,23,69,10,10,113
2015-08-08 22:00:00,21,71,10,10,113
2015-08-08 23:00:00,19,73,10,10,113
2015-08-09 00:00:00,17,75,9,10,113
2015-08-09 01:00:00,16,77,9,10,113
2015-08-09 02:00:00,15,78,9,10,116
2015-08-09 03:00:00,14,80,9,10,116
2015-08-09 04:00:00,15,80,8,10,116
2015-08-09 05:00:00,16,81,7,10,113
2015-08-09 06:00:00,17,82,6,10,113
2015-08-09 07:00:00,18,79,6,10,113
2015-08-09 08:00:00,20,76,7,10,116
2015-08-09 09:00:00,21,73,7,10,116
2015-08-09 10:00:00,23,66,8,10,116
2015-08-09 11:00:00,24,58,9,10,119
2015-08-09 12:00:00,26,50,9,10,119
2015-08-09 13:00:00,26,48,9,10,119
2015-08-09 14:00:00,26,46,9,10,116
2015-08-09 15:00:00,27,44,8,10,116
2015-08-09 16:00:00,26,49,9,10,116
2015-08-09 17:00:00,25,54,9,10,176
2015-08-09 18:00:00,24,59,10,10,176
2015-08-09 19:00:00,23,62,10,10,176
2015-08-09 20:00:00,21,65,10,10,176
2015-08-09 21:00:00,20,69,10,10,176
2015-08-09 22:00:00,19,67,9,10,176
2015-08-09 23:00:00,19,65,8,10,116
2015-08-10 00:00:00,18,63,8,10,116
2015-08-10 01:00:00,17,63,7,10,116
2015-08-10 02:00:00,16,64,7,10,116
2015-08-10 03:00:00,15,65,6,10,116
2015-08-10 04:00:00,16,67,7,10,116
2015-08-10 05:00:00,16,68,7,10,113
2015-08-10 06:00:00,16,70,7,10,113
2015-08-10 07:00:00,19,65,6,10,113
2015-08-10 08:00:00,21,59,5,10,113
2015-08-10 09:00:00,24,54,4,10,113
2015-08-10 10:00:00,26,49,4,10,113
2015-08-10 11:00:00,28,45,4,10,113
2015-08-10 12:00:00,30,40,4,10,113
2015-08-10 13:00:00,30,40,5,10,113
2015-08-10 14:00:00,30,40,6,10,116
2015-08-10 15:00:00,30,40,7,10,116
2015-08-10 16:00:00,30,45,9,10,116
2015-08-10 17:00:00,29,49,10,10,116
2015-08-10 18:00:00,28,54,12,10,116
2015-08-10 19:00:00,27,62,10,10,116
2015-08-10 20:00:00,26,70,9,10,113
2015-08-10 21:00:00,24,78,8,10,113
2015-08-10 22:00:00,22,83,8,8,113
2015-08-10 23:00:00,21,88,7,6,248
2015-08-11 00:00:00,19,94,6,3,248
2015-08-11 01:00:00,18,95,6,3,248
2015-08-11 02:00:00,17,96,6,2,143
2015-08-11 03:00:00,17,97,6,1,143
2015-08-11 04:00:00,18,95,6,3,143
2015-08-11 05:00:00,18,93,6,5,116
2015-08-11 06:00:00,19,91,5,7,116
2015-08-11 07:00:00,21,84,6,8,116
2015-08-11 08:00:00,22,77,6,9,119
2015-08-11 09:00:00,24,70,6,10,119
2015-08-11 10:00:00,25,64,6,10,119
2015-08-11 11:00:00,27,58,7,10,116
2015-08-11 12:00:00,28,52,7,10,116
2015-08-11 13:00:00,28,50,9,10,116
2015-08-11 14:00:00,28,49,11,10,116
2015-08-11 15:00:00,28,47,13,10,116
2015-08-11 16:00:00,28,50,14,10,116
2015-08-11 17:00:00,27,53,15,10,116
2015-08-11 18:00:00,27,56,17,10,116
2015-08-11 19:00:00,26,58,17,10,116
2015-08-11 20:00:00,25,61,16,10,116
2015-08-11 21:00:00,23,64,16,10,116
2015-08-11 22:00:00,22,68,15,10,116
2015-08-11 23:00:00,21,73,14,10,119
2015-08-12 00:00:00,19,77,13,10,119
2015-08-12 01:00:00,19,79,13,10,119
2015-08-12 02:00:00,18,80,12,10,176
2015-08-12 03:00:00,17,82,12,10,176
2015-08-12 04:00:00,18,83,13,10,176
2015-08-12 05:00:00,18,83,13,10,176
2015-08-12 06:00:00,18,84,13,9,176
2015-08-12 07:00:00,19,81,14,9,176
2015-08-12 08:00:00,20,77,14,10,119
2015-08-12 09:00:00,21,73,14,10,119
2015-08-12 10:00:00,23,67,15,10,119
2015-08-12 11:00:00,25,61,15,10,113
2015-08-12 12:00:00,26,55,15,10,113
2015-08-12 13:00:00,27,52,15,10,113
2015-08-12 14:00:00,28,49,15,10,116
2015-08-12 15:00:00,29,46,15,10,116
2015-08-12 16:00:00,28,47,15,10,116
2015-08-12 17:00:00,28,49,14,10,116
2015-08-12 18:00:00,27,50,13,10,116
2015-08-12 19:00:00,26,53,13,10,116
2015-08-12 20:00:00,24,56,14,10,113
2015-08-12 21:00:00,23,59,14,10,113
2015-08-12 22:00:00,22,64,15,10,113
2015-08-12 23:00:00,22,69,16,10,113
2015-08-13 00:00:00,21,75,17,10,113
2015-08-13 01:00:00,21,77,17,10,113
2015-08-13 02:00:00,21,80,17,10,116
2015-08-13 03:00:00,21,83,18,10,116
2015-08-13 04:00:00,21,82,18,10,116
2015-08-13 05:00:00,20,82,18,10,116
2015-08-13 06:00:00,20,81,18,10,116
2015-08-13 07:00:00,21,76,18,10,116
2015-08-13 08:00:00,22,71,19,10,113
2015-08-13 09:00:00,23,66,19,10,113
2015-08-13 10:00:00,24,60,19,10,113
2015-08-13 11:00:00,26,55,19,10,113
2015-08-13 12:00:00,27,49,19,10,113
2015-08-13 13:00:00,28,46,19,10,113
2015-08-13 14:00:00,29,44,19,10,200
2015-08-13 15:00:00,30,41,19,9,200
2015-08-13 16:00:00,30,44,19,9,200
2015-08-13 17:00:00,30,46,19,10,386
2015-08-13 18:00:00,30,49,20,10,386
2015-08-13 19:00:00,29,57,21,9,386
2015-08-13 20:00:00,28,66,22,9,356
2015-08-13 21:00:00,28,74,23,8,356
2015-08-13 22:00:00,26,79,21,7,356
2015-08-13 23:00:00,25,85,19,6,263
2015-08-14 00:00:00,24,90,17,6,263
2015-08-14 01:00:00,24,91,16,7,263
2015-08-14 02:00:00,23,92,14,7,176
2015-08-14 03:00:00,23,93,13,8,176
2015-08-14 04:00:00,22,93,13,9,176
2015-08-14 05:00:00,22,93,14,9,176
2015-08-14 06:00:00,22,92,14,10,176
2015-08-14 07:00:00,22,86,15,10,176
2015-08-14 08:00:00,22,80,15,10,116
2015-08-14 09:00:00,22,75,15,10,116
2015-08-14 10:00:00,23,72,15,10,116
2015-08-14 11:00:00,24,70,14,10,353
2015-08-14 12:00:00,25,67,13,10,353
2015-08-14 13:00:00,25,69,14,9,353
2015-08-14 14:00:00,24,71,15,9,356
2015-08-14 15:00:00,24,73,16,8,356
2015-08-14 16:00:00,23,74,15,8,356
2015-08-14 17:00:00,22,76,15,8,176
2015-08-14 18:00:00,21,78,14,8,176
2015-08-14 19:00:00,20,81,12,9,176
2015-08-14 20:00:00,20,84,10,9,353
2015-08-14 21:00:00,19,87,8,10,353
2015-08-14 22:00:00,19,87,6,10,353
2015-08-14 23:00:00,19,86,5,10,113
2015-08-15 00:00:00,19,86,4,10,113
2015-08-15 01:00:00,19,88,5,8,113
2015-08-15 02:00:00,18,89,6,6,143
2015-08-15 03:00:00,18,91,8,5,143
2015-08-15 04:00:00,18,92,9,6,143
2015-08-15 05:00:00,18,93,10,6,353
2015-08-15 06:00:00,18,95,11,7,353
2015-08-15 07:00:00,18,93,11,8,353
2015-08-15 08:00:00,18,91,11,9,353
2015-08-15 09:00:00,18,89,10,10,353
2015-08-15 10:00:00,18,87,11,10,353
2015-08-15 11:00:00,18,85,11,10,296
2015-08-15 12:00:00,17,83,11,9,296
2015-08-15 13:00:00,17,81,12,9,296
2015-08-15 14:00:00,17,79,12,10,353
2015-08-15 15:00:00,17,77,13,10,353
2015-08-15 16:00:00,17,76,13,10,353
2015-08-15 17:00:00,17,74,12,10,176
2015-08-15 18:00:00,17,73,12,10,176
2015-08-15 19:00:00,17,77,11,10,176
2015-08-15 20:00:00,17,81,9,10,113
2015-08-15 21:00:00,16,85,8,10,113
2015-08-15 22:00:00,16,88,7,8,113
2015-08-15 23:00:00,15,91,7,6,143
2015-08-16 00:00:00,15,94,6,5,143
2015-08-16 01:00:00,14,94,6,6,143
2015-08-16 02:00:00,14,93,6,6,113
2015-08-16 03:00:00,13,93,6,7,113
2015-08-16 04:00:00,13,91,6,8,113
2015-08-16 05:00:00,13,89,6,9,113
2015-08-16 06:00:00,13,87,5,10,113
2015-08-16 07:00:00,15,80,6,10,113
2015-08-16 08:00:00,16,72,7,10,113
2015-08-16 09:00:00,17,65,8,10,113
2015-08-16 10:00:00,18,59,9,10,113
2015-08-16 11:00:00,19,54,11,10,176
2015-08-16 12:00:00,20,49,12,10,176
2015-08-16 13:00:00,20,49,13,10,176
2015-08-16 14:00:00,20,49,15,10,116
2015-08-16 15:00:00,21,49,16,10,116
2015-08-16 16:00:00,20,52,16,10,116
2015-08-16 17:00:00,19,56,15,10,113
2015-08-16 18:00:00,19,59,15,10,113
2015-08-16 19:00:00,18,64,14,10,113
2015-08-16 20:00:00,17,68,12,10,113
2015-08-16 21:00:00,16,73,11,10,113
2015-08-16 22:00:00,15,74,10,10,113
2015-08-16 23:00:00,14,75,9,10,116
2015-08-17 00:00:00,14,76,8,10,116
2015-08-17 01:00:00,13,77,8,10,116
2015-08-17 02:00:00,13,77,8,10,119
2015-08-17 03:00:00,12,77,8,10,119
2015-08-17 04:00:00,12,78,8,10,119
2015-08-17 05:00:00,13,79,8,10,122
2015-08-17 06:00:00,13,80,8,10,122
2015-08-17 07:00:00,14,76,9,10,122
2015-08-17 08:00:00,15,73,10,10,176
2015-08-17 09:00:00,16,70,12,10,176
2015-08-17 10:00:00,17,65,12,10,176
2015-08-17 11:00:00,18,61,13,10,353
2015-08-17 12:00:00,19,57,14,10,353
2015-08-17 13:00:00,19,58,14,10,353
2015-08-17 14:00:00,19,59,14,10,176
2015-08-17 15:00:00,19,59,15,10,176
2015-08-17 16:00:00,19,64,14,8,176
2015-08-17 17:00:00,18,68,13,6,266
2015-08-17 18:00:00,18,73,13,5,266
2015-08-17 19:00:00,17,78,11,5,266
2015-08-17 20:00:00,16,83,10,6,296
2015-08-17 21:00:00,16,89,8,7,296
2015-08-17 22:00:00,15,91,8,7,296
2015-08-17 23:00:00,15,92,8,8,296
2015-08-18 00:00:00,14,94,8,9,296
2015-08-18 01:00:00,14,95,8,7,296
2015-08-18 02:00:00,13,95,9,6,266
2015-08-18 03:00:00,13,95,9,4,266
2015-08-18 04:00:00,13,95,9,5,266
2015-08-18 05:00:00,13,95,8,6,119
2015-08-18 06:00:00,13,95,8,7,119
2015-08-18 07:00:00,14,90,9,8,119
2015-08-18 08:00:00,15,86,10,9,353
2015-08-18 09:00:00,17,81,10,10,353
2015-08-18 10:00:00,18,77,11,10,353
2015-08-18 11:00:00,19,74,12,10,353
2015-08-18 12:00:00,20,70,12,10,353
2015-08-18 13:00:00,20,67,12,10,353
2015-08-18 14:00:00,20,64,12,10,176
2015-08-18 15:00:00,21,61,13,9,176
2015-08-18 16:00:00,20,66,11,8,176
2015-08-18 17:00:00,20,71,10,6,266
2015-08-18 18:00:00,19,75,9,4,266
2015-08-18 19:00:00,19,78,8,5,266
2015-08-18 20:00:00,18,81,7,6,116
2015-08-18 21:00:00,18,84,6,7,116
2015-08-18 22:00:00,17,83,7,8,116
2015-08-18 23:00:00,16,83,7,9,119
2015-08-19 00:00:00,16,83,8,10,119
2015-08-19 01:00:00,15,83,8,10,119
2015-08-19 02:00:00,15,83,8,10,116
2015-08-19 03:00:00,14,83,9,10,116
2015-08-19 04:00:00,13,82,9,10,116
2015-08-19 05:00:00,13,81,8,10,116
2015-08-19 06:00:00,12,81,8,10,116
2015-08-19 07:00:00,14,75,9,10,116
2015-08-19 08:00:00,15,69,9,10,116
2015-08-19 09:00:00,16,63,9,10,116
2015-08-19 10:00:00,18,58,9,10,116
2015-08-19 11:00:00,19,52,9,10,116
2015-08-19 12:00:00,21,47,10,10,116
2015-08-19 13:00:00,21,49,9,10,116
2015-08-19 14:00:00,21,51,9,10,353
2015-08-19 15:00:00,22,53,9,10,353
2015-08-19 16:00:00,22,58,8,10,353
2015-08-19 17:00:00,21,63,6,10,176
2015-08-19 18:00:00,21,68,5,9,176
2015-08-19 19:00:00,20,69,4,9,176
2015-08-19 20:00:00,19,71,4,10,113
2015-08-19 21:00:00,18,72,3,10,113
2015-08-19 22:00:00,18,71,4,10,113
2015-08-19 23:00:00,17,71,6,10,116
2015-08-20 00:00:00,16,70,7,10,116
2015-08-20 01:00:00,16,70,8,10,116
2015-08-20 02:00:00,16,70,8,10,116
2015-08-20 03:00:00,16,69,9,10,116
2015-08-20 04:00:00,16,69,9,10,116
2015-08-20 05:00:00,16,70,9,10,113
2015-08-20 06:00:00,16,70,9,10,113
2015-08-20 07:00:00,16,68,9,10,113
2015-08-20 08:00:00,16,66,9,10,116
2015-08-20 09:00:00,16,64,10,10,116
2015-08-20 10:00:00,16,66,10,10,116
2015-08-20 11:00:00,17,68,10,10,176
2015-08-20 12:00:00,17,70,10,10,176
2015-08-20 13:00:00,18,69,10,10,176
2015-08-20 14:00:00,18,67,9,10,116
2015-08-20 15:00:00,18,66,9,10,116
2015-08-20 16:00:00,18,67,8,10,116
2015-08-20 17:00:00,18,67,8,10,176
2015-08-20 18:00:00,18,68,7,10,176
2015-08-20 19:00:00,17,73,7,10,176
2015-08-20 20:00:00,17,77,6,10,176
2015-08-20 21:00:00,17,82,5,10,176
2015-08-20 22:00:00,17,86,6,8,176
2015-08-20 23:00:00,17,89,6,6,143
2015-08-21 00:00:00,18,92,6,5,143
2015-08-21 01:00:00,18,93,6,4,143
2015-08-21 02:00:00,18,94,6,3,143
2015-08-21 03:00:00,18,95,5,2,143
2015-08-21 04:00:00,18,94,6,4,143
2015-08-21 05:00:00,17,94,6,6,116
2015-08-21 06:00:00,17,93,6,7,116
2015-08-21 07:00:00,18,87,7,8,116
2015-08-21 08:00:00,18,81,8,9,116
2015-08-21 09:00:00,19,75,8,10,116
2015-08-21 10:00:00,20,70,9,10,116
2015-08-21 11:00:00,21,66,9,10,353
2015-08-21 12:00:00,23,62,10,10,353
2015-08-21 13:00:00,24,61,10,10,353
2015-08-21 14:00:00,25,60,11,10,176
2015-08-21 15:00:00,26,59,11,9,176
2015-08-21 16:00:00,26,61,10,9,176
2015-08-21 17:00:00,26,63,10,9,176
2015-08-21 18:00:00,26,65,9,9,176
2015-08-21 19:00:00,25,68,9,9,176
2015-08-21 20:00:00,24,70,9,9,113
2015-08-21 21:00:00,23,73,9,10,113
2015-08-21 22:00:00,22,72,9,10,113
2015-08-21 23:00:00,21,71,8,10,113
2015-08-22 00:00:00,21,69,8,10,113
2015-08-22 01:00:00,20,67,8,10,113
2015-08-22 02:00:00,20,66,8,10,113
2015-08-22 03:00:00,19,64,9,10,113
2015-08-22 04:00:00,19,64,9,10,113
2015-08-22 05:00:00,19,65,9,10,113
2015-08-22 06:00:00,19,65,10,10,113
2015-08-22 07:00:00,20,61,10,10,113
2015-08-22 08:00:00,21,57,11,10,113
2015-08-22 09:00:00,23,53,12,10,113
2015-08-22 10:00:00,24,49,12,10,113
2015-08-22 11:00:00,26,44,13,10,113
2015-08-22 12:00:00,27,40,14,10,113
2015-08-22 13:00:00,28,38,15,10,113
2015-08-22 14:00:00,28,36,15,10,113
2015-08-22 15:00:00,29,34,15,10,113
2015-08-22 16:00:00,28,38,15,10,113
2015-08-22 17:00:00,28,41,15,10,113
2015-08-22 18:00:00,28,44,15,10,113
2015-08-22 19:00:00,26,47,16,10,113
2015-08-22 20:00:00,25,50,16,10,113
2015-08-22 21:00:00,24,53,16,10,113
2015-08-22 22:00:00,23,52,16,10,113
2015-08-22 23:00:00,22,52,17,10,113
2015-08-23 00:00:00,21,51,17,10,113
2015-08-23 01:00:00,20,51,17,10,113
2015-08-23 02:00:00,20,51,17,10,113
2015-08-23 03:00:00,19,51,17,10,113
2015-08-23 04:00:00,19,53,18,10,113
2015-08-23 05:00:00,18,54,18,10,113
2015-08-23 06:00:00,18,55,18,10,113
2015-08-23 07:00:00,19,52,19,10,113
2015-08-23 08:00:00,20,48,20,10,113
2015-08-23 09:00:00,22,45,21,10,113
2015-08-23 10:00:00,24,44,23,10,113
2015-08-23 11:00:00,25,42,24,10,116
2015-08-23 12:00:00,27,41,25,10,116
2015-08-23 13:00:00,28,50,25,9,116
2015-08-23 14:00:00,29,60,24,9,356
2015-08-23 15:00:00,30,69,23,8,356
2015-08-23 16:00:00,29,76,21,8,356
2015-08-23 17:00:00,28,82,19,7,356
2015-08-23 18:00:00,28,89,16,7,356
2015-08-23 19:00:00,26,90,15,8,356
2015-08-23 20:00:00,25,91,14,8,176
2015-08-23 21:00:00,24,92,13,9,176
2015-08-23 22:00:00,22,93,12,9,176
2015-08-23 23:00:00,20,93,12,10,113
2015-08-24 00:00:00,18,94,12,10,113
2015-08-24 01:00:00,17,93,10,10,113
2015-08-24 02:00:00,16,92,9,10,116
2015-08-24 03:00:00,15,91,8,10,116
2015-08-24 04:00:00,15,91,8,8,116
2015-08-24 05:00:00,15,92,8,6,266
2015-08-24 06:00:00,15,93,8,5,266
2015-08-24 07:00:00,16,92,8,5,266
2015-08-24 08:00:00,16,91,9,6,296
2015-08-24 09:00:00,17,91,10,7,296
2015-08-24 10:00:00,17,87,12,7,296
2015-08-24 11:00:00,18,84,13,8,299
2015-08-24 12:00:00,18,80,15,8,299
2015-08-24 13:00:00,18,74,17,9,299
2015-08-24 14:00:00,19,69,20,9,353
2015-08-24 15:00:00,19,63,22,9,353
2015-08-24 16:00:00,19,67,21,9,353
2015-08-24 17:00:00,19,72,21,8,356
2015-08-24 18:00:00,19,76,20,8,356
2015-08-24 19:00:00,18,80,22,8,356
2015-08-24 20:00:00,18,85,23,9,353
2015-08-24 21:00:00,17,89,25,9,353
2015-08-24 22:00:00,16,88,27,9,353
2015-08-24 23:00:00,16,86,29,10,122
2015-08-25 00:00:00,15,85,30,10,122
2015-08-25 01:00:00,15,85,30,10,122
2015-08-25 02:00:00,15,85,31,10,353
2015-08-25 03:00:00,15,84,31,10,353
2015-08-25 04:00:00,15,84,29,10,353
2015-08-25 05:00:00,15,83,28,10,119
2015-08-25 06:00:00,15,82,26,10,119
2015-08-25 07:00:00,15,77,25,10,119
2015-08-25 08:00:00,16,72,24,10,176
2015-08-25 09:00:00,16,66,23,10,176
2015-08-25 10:00:00,17,62,23,10,176
2015-08-25 11:00:00,18,57,23,10,176
2015-08-25 12:00:00,19,52,22,10,176
2015-08-25 13:00:00,19,53,22,10,176
2015-08-25 14:00:00,20,54,21,10,176
2015-08-25 15:00:00,20,55,21,10,176
2015-08-25 16:00:00,20,60,21,8,176
2015-08-25 17:00:00,19,66,20,6,266
2015-08-25 18:00:00,18,71,20,5,266
2015-08-25 19:00:00,18,76,20,4,266
2015-08-25 20:00:00,17,80,20,3,266
2015-08-25 21:00:00,17,85,20,2,266
2015-08-25 22:00:00,17,87,20,4,266
2015-08-25 23:00:00,17,89,21,6,122
2015-08-26 00:00:00,17,91,21,7,122
2015-08-26 01:00:00,17,92,21,8,122
2015-08-26 02:00:00,16,92,20,9,176
2015-08-26 03:00:00,16,93,20,10,176
2015-08-26 04:00:00,16,93,20,10,176
2015-08-26 05:00:00,16,93,20,10,119
