"collection1"
"match_type.text","match_type.src","match_type.alt","home.text","home.href","away","datum","score"
"","http://cms.kaagent.be/uploads/leagues/logo/uefa-europa-league-2016-2017-20160811105315.jpg","UEFA Europa League voorrondes","FC Viitorul Constanta","http://www.kaagent.be/nl/team/games/uefa-europa-league-2016-2017/all/fc-viitorul-constanta","KAA Gent","04-08-2016 - 20:15","0 - 0"
"","http://cms.kaagent.be/uploads/leagues/logo/jupiler-pro-league-2016-2017-20160713170708.png","Jupiler Pro League","KAA Gent","","KRC Genk","07-08-2016 - 20:00","1 - 0"
"","http://cms.kaagent.be/uploads/leagues/logo/jupiler-pro-league-2016-2017-20160713170708.png","Jupiler Pro League","R Charleroi SC","http://www.kaagent.be/nl/team/games/jupiler-pro-league-2016-2017/all/r-charleroi-sc","KAA Gent","13-08-2016 - 18:00","1 - 1"
"","http://cms.kaagent.be/uploads/leagues/logo/uefa-europa-league-2016-2017-20160811105315.jpg","UEFA Europa League voorrondes","KAA Gent","","KF Shkëndija","18-08-2016 - 20:30","2 - 1"
"","http://cms.kaagent.be/uploads/leagues/logo/jupiler-pro-league-2016-2017-20160713170708.png","Jupiler Pro League","KAA Gent","","KVC Westerlo","21-08-2016 - 20:00","4 - 2"
"","http://cms.kaagent.be/uploads/leagues/logo/uefa-europa-league-2016-2017-20160811105315.jpg","UEFA Europa League voorrondes","KF Shkëndija","http://www.kaagent.be/nl/team/games/uefa-europa-league-2016-2017/all/kf-shkndija","KAA Gent","25-08-2016 - 20:00","0 - 4"
"","http://cms.kaagent.be/uploads/leagues/logo/jupiler-pro-league-2016-2017-20160713170708.png","Jupiler Pro League","RSC Anderlecht","http://www.kaagent.be/nl/team/games/jupiler-pro-league-2016-2017/all/rsc-anderlecht","KAA Gent","28-08-2016 - 18:00","2 - 2"
"","http://cms.kaagent.be/uploads/leagues/logo/jupiler-pro-league-2016-2017-20160713170708.png","Jupiler Pro League","KAA Gent","","KSC Lokeren OV","11-09-2016 - 14:30","3 - 0"
"","http://cms.kaagent.be/uploads/leagues/logo/uefa-europa-league-groep-h-2016-2017-20160826175539.jpg","UEFA Europa League groep H","SC Braga","http://www.kaagent.be/nl/team/games/uefa-europa-league-groep-h-2016-2017/all/sc-braga","KAA Gent","15-09-2016 - 21:05","1 - 1"
"","http://cms.kaagent.be/uploads/leagues/logo/jupiler-pro-league-2016-2017-20160713170708.png","Jupiler Pro League","KV Oostende","http://www.kaagent.be/nl/team/games/jupiler-pro-league-2016-2017/all/kv-oostende","KAA Gent","18-09-2016 - 20:00","1 - 0"
"","http://cms.kaagent.be/uploads/leagues/logo/croky-cup-2016-2017-2016-2017-20160830122922.png","Croky Cup","K Lierse SK","http://www.kaagent.be/nl/team/games/croky-cup-2016-2017-2016-2017/all/k-lierse-sk","KAA Gent","21-09-2016 - 20:30","1 - 2"
"","http://cms.kaagent.be/uploads/leagues/logo/jupiler-pro-league-2016-2017-20160713170708.png","Jupiler Pro League","KAA Gent","","K Sint Truidense VV","24-09-2016 - 20:00","2 - 1"
"","http://cms.kaagent.be/uploads/leagues/logo/uefa-europa-league-groep-h-2016-2017-20160826175539.jpg","UEFA Europa League groep H","KAA Gent","","Konyaspor","29-09-2016 - 19:00","2 - 0"
"","http://cms.kaagent.be/uploads/leagues/logo/jupiler-pro-league-2016-2017-20160713170708.png","Jupiler Pro League","Club Brugge KV","http://www.kaagent.be/nl/team/games/jupiler-pro-league-2016-2017/all/club-brugge-kv","KAA Gent","02-10-2016 - 14:30","1 - 0"
"","http://cms.kaagent.be/uploads/leagues/logo/jupiler-pro-league-2016-2017-20160713170708.png","Jupiler Pro League","KAA Gent","","SV Zulte-Waregem","16-10-2016 - 14:30
Uitverkocht","3 - 0"
"","http://cms.kaagent.be/uploads/leagues/logo/uefa-europa-league-groep-h-2016-2017-20160826175539.jpg","UEFA Europa League groep H","FC Shakhtar Donetsk","http://www.kaagent.be/nl/team/games/uefa-europa-league-groep-h-2016-2017/all/fc-shakthar-donetsk","KAA Gent","20-10-2016 - 19:00","5 - 0"
"","http://cms.kaagent.be/uploads/leagues/logo/jupiler-pro-league-2016-2017-20160713170708.png","Jupiler Pro League","KAS Eupen","http://www.kaagent.be/nl/team/games/jupiler-pro-league-2016-2017/all/kas-eupen","KAA Gent","23-10-2016 - 20:00","3 - 2"
"","http://cms.kaagent.be/uploads/leagues/logo/jupiler-pro-league-2016-2017-20160713170708.png","Jupiler Pro League","KAA Gent","","R Standard de Liège","27-10-2016 - 20:30","1 - 0"
"","http://cms.kaagent.be/uploads/leagues/logo/jupiler-pro-league-2016-2017-20160713170708.png","Jupiler Pro League","YR KV Mechelen","http://www.kaagent.be/nl/team/games/jupiler-pro-league-2016-2017/all/yr-kv-mechelen","KAA Gent","30-10-2016 - 18:00","2 - 0"
"","http://cms.kaagent.be/uploads/leagues/logo/uefa-europa-league-groep-h-2016-2017-20160826175539.jpg","UEFA Europa League groep H","KAA Gent","","FC Shakhtar Donetsk","03-11-2016 - 21:05","3 - 5"
"","http://cms.kaagent.be/uploads/leagues/logo/jupiler-pro-league-2016-2017-20160713170708.png","Jupiler Pro League","KAA Gent","","Waasland-Beveren","06-11-2016 - 20:00","2 - 0"
"","http://cms.kaagent.be/uploads/leagues/logo/jupiler-pro-league-2016-2017-20160713170708.png","Jupiler Pro League","KAA Gent","","RSC Anderlecht","22-12-2016 - 20:30
Uitverkocht",""
"","http://cms.kaagent.be/uploads/leagues/logo/jupiler-pro-league-2016-2017-20160713170708.png","Jupiler Pro League","R Excel Mouscron","http://www.kaagent.be/nl/team/games/jupiler-pro-league-2016-2017/all/r-excel-mouscron","KAA Gent","19-11-2016 - 20:30","0 - 2"
"","http://cms.kaagent.be/uploads/leagues/logo/uefa-europa-league-groep-h-2016-2017-20160826175539.jpg","UEFA Europa League groep H","KAA Gent","","SC Braga","24-11-2016 - 19:00","2 - 2"
"","http://cms.kaagent.be/uploads/leagues/logo/jupiler-pro-league-2016-2017-20160713170708.png","Jupiler Pro League","KAA Gent","","KV Kortrijk","27-11-2016 - 14:30
Uitverkocht","3 - 0"
"","http://cms.kaagent.be/uploads/leagues/logo/croky-cup-2016-2017-2016-2017-20160830122922.png","Croky Cup","KAA Gent","","KSC Lokeren OV","30-11-2016 - 20:45",""
"","http://cms.kaagent.be/uploads/leagues/logo/jupiler-pro-league-2016-2017-20160713170708.png","Jupiler Pro League","KVC Westerlo","http://www.kaagent.be/nl/team/games/jupiler-pro-league-2016-2017/all/kvc-westerlo","KAA Gent","03-12-2016 - 20:00",""
"","http://cms.kaagent.be/uploads/leagues/logo/uefa-europa-league-groep-h-2016-2017-20160826175539.jpg","UEFA Europa League groep H","Konyaspor","http://www.kaagent.be/nl/team/games/uefa-europa-league-groep-h-2016-2017/all/konyaspor","KAA Gent","08-12-2016 - 17:00",""
"","http://cms.kaagent.be/uploads/leagues/logo/jupiler-pro-league-2016-2017-20160713170708.png","Jupiler Pro League","KAA Gent","","KV Oostende","11-12-2016 - 18:00",""
"","http://cms.kaagent.be/uploads/leagues/logo/jupiler-pro-league-2016-2017-20160713170708.png","Jupiler Pro League","K Sint Truidense VV","http://www.kaagent.be/nl/team/games/jupiler-pro-league-2016-2017/all/k-sint-truidense-vv","KAA Gent","17-12-2016 - 20:30",""
"","http://cms.kaagent.be/uploads/leagues/logo/jupiler-pro-league-2016-2017-20160713170708.png","Jupiler Pro League","KRC Genk","http://www.kaagent.be/nl/team/games/jupiler-pro-league-2016-2017/all/krc-genk","KAA Gent","27-12-2016 - 18:00",""
"","http://cms.kaagent.be/uploads/leagues/logo/jupiler-pro-league-2016-2017-20160713170708.png","Jupiler Pro League","KAA Gent","","R Charleroi SC","20-01-2017 - 20:30",""
"","http://cms.kaagent.be/uploads/leagues/logo/jupiler-pro-league-2016-2017-20160713170708.png","Jupiler Pro League","KSC Lokeren OV","http://www.kaagent.be/nl/team/games/jupiler-pro-league-2016-2017/all/lokeren","KAA Gent","25-01-2017 - 20:00
(OV)",""
"","http://cms.kaagent.be/uploads/leagues/logo/jupiler-pro-league-2016-2017-20160713170708.png","Jupiler Pro League","KAA Gent","","Club Brugge KV","28-01-2017 - 20:00
(OV)",""
"","http://cms.kaagent.be/uploads/leagues/logo/jupiler-pro-league-2016-2017-20160713170708.png","Jupiler Pro League","SV Zulte-Waregem","http://www.kaagent.be/nl/team/games/jupiler-pro-league-2016-2017/all/sv-zulte-waregem","KAA Gent","04-02-2017 - 20:00
(OV)",""
"","http://cms.kaagent.be/uploads/leagues/logo/jupiler-pro-league-2016-2017-20160713170708.png","Jupiler Pro League","KAA Gent","","KAS Eupen","11-02-2017 - 20:00
(OV)",""
"","http://cms.kaagent.be/uploads/leagues/logo/jupiler-pro-league-2016-2017-20160713170708.png","Jupiler Pro League","R Standard de Liège","http://www.kaagent.be/nl/team/games/jupiler-pro-league-2016-2017/all/r-standard-de-lige","KAA Gent","18-02-2017 - 20:00
(OV)",""
"","http://cms.kaagent.be/uploads/leagues/logo/jupiler-pro-league-2016-2017-20160713170708.png","Jupiler Pro League","KAA Gent","","R Excel Mouscron","25-02-2017 - 20:00
(OV)",""
"","http://cms.kaagent.be/uploads/leagues/logo/jupiler-pro-league-2016-2017-20160713170708.png","Jupiler Pro League","Waasland-Beveren","http://www.kaagent.be/nl/team/games/jupiler-pro-league-2016-2017/all/waasland-beveren","KAA Gent","04-03-2017 - 20:00
(OV)",""
"","http://cms.kaagent.be/uploads/leagues/logo/jupiler-pro-league-2016-2017-20160713170708.png","Jupiler Pro League","KAA Gent","","YR KV Mechelen","11-03-2017 - 20:00
(OV)",""

