player,date,overall,phy,pac
Kalifa Coulibaly,2016-11-14,73,72,74
Kalifa Coulibaly,2016-11-17,73,72,74
Kalifa Coulibaly,2016-11-21,73,72,74
Kalifa Coulibaly,2016-11-24,73,72,74
Kalifa Coulibaly,2016-11-28,73,72,74
Uros Vitas,2014-02-07,65,70,60
Uros Vitas,2014-02-14,65,70,60
Uros Vitas,2014-02-21,65,70,60
Uros Vitas,2014-02-28,65,70,60
Uros Vitas,2014-03-07,65,70,60
Uros Vitas,2014-03-14,65,70,60
Uros Vitas,2014-03-21,65,70,60
Uros Vitas,2014-03-28,65,70,60
Uros Vitas,2014-04-04,65,70,60
Uros Vitas,2014-04-11,65,70,60
Uros Vitas,2014-04-18,65,70,60
Uros Vitas,2014-04-25,65,70,60
Uros Vitas,2014-05-02,65,70,60
Uros Vitas,2014-05-09,66,71,60
Uros Vitas,2014-05-16,66,71,60
Uros Vitas,2014-05-23,66,71,60
Uros Vitas,2014-05-30,66,71,60
Uros Vitas,2014-06-06,66,71,60
Uros Vitas,2014-06-13,66,71,60
Uros Vitas,2014-06-20,66,71,60
Uros Vitas,2014-07-18,66,71,60
Uros Vitas,2014-07-20,66,71,60
Uros Vitas,2014-07-25,66,71,60
Uros Vitas,2014-08-01,66,71,60
Uros Vitas,2014-08-08,66,71,60
Uros Vitas,2014-08-15,66,71,60
Uros Vitas,2014-08-22,66,71,60
Uros Vitas,2014-08-29,66,71,60
Uros Vitas,2014-09-05,66,71,60
Uros Vitas,2014-09-12,66,71,60
Uros Vitas,2014-09-18,66,70,59
Uros Vitas,2014-09-19,66,71,60
Uros Vitas,2014-09-23,66,70,59
Uros Vitas,2014-09-26,66,70,59
Uros Vitas,2014-10-02,66,70,59
Uros Vitas,2014-10-10,66,70,59
Uros Vitas,2014-10-17,66,70,59
Uros Vitas,2014-10-24,66,70,59
Uros Vitas,2014-10-31,66,70,59
Uros Vitas,2014-11-07,66,70,59
Uros Vitas,2014-11-14,66,70,59
Uros Vitas,2014-11-21,66,70,59
Uros Vitas,2014-11-26,66,70,59
Uros Vitas,2014-11-28,66,70,59
Uros Vitas,2014-12-05,66,70,59
Uros Vitas,2014-12-12,66,70,59
Uros Vitas,2014-12-19,66,70,59
Uros Vitas,2014-12-27,66,70,59
Uros Vitas,2015-01-02,66,70,59
Uros Vitas,2015-01-09,66,70,59
Uros Vitas,2015-01-16,66,70,59
Uros Vitas,2015-01-23,63,69,49
Uros Vitas,2015-01-26,63,69,49
Uros Vitas,2015-01-28,63,69,49
Uros Vitas,2015-01-30,63,69,49
Uros Vitas,2015-02-06,63,69,49
Uros Vitas,2015-02-13,63,69,49
Uros Vitas,2015-02-20,63,69,49
Uros Vitas,2015-02-27,63,69,49
Uros Vitas,2015-03-06,63,69,49
Uros Vitas,2015-03-10,63,69,49
Uros Vitas,2015-03-13,63,69,49
Uros Vitas,2015-03-20,63,69,49
Uros Vitas,2015-03-27,63,69,49
Uros Vitas,2015-04-01,63,69,49
Uros Vitas,2015-04-10,63,69,49
Uros Vitas,2015-04-17,63,69,49
Uros Vitas,2015-04-24,63,69,49
Uros Vitas,2015-05-01,63,69,49
Uros Vitas,2015-05-08,63,69,49
Uros Vitas,2015-05-15,63,69,49
Uros Vitas,2015-05-22,63,69,49
Uros Vitas,2015-05-29,63,69,49
Uros Vitas,2015-06-05,63,69,49
Uros Vitas,2015-06-12,63,69,49
Uros Vitas,2015-06-19,63,69,49
Uros Vitas,2015-06-26,63,69,49
Uros Vitas,2015-07-03,63,69,49
Uros Vitas,2015-07-10,63,69,49
Uros Vitas,2015-07-16,63,69,49
Uros Vitas,2015-07-24,63,69,49
Uros Vitas,2015-07-31,63,69,49
Uros Vitas,2015-08-07,63,69,49
Uros Vitas,2015-08-14,63,69,49
Uros Vitas,2015-08-21,63,69,49
Uros Vitas,2015-08-27,63,69,49
Uros Vitas,2015-09-01,63,69,49
Uros Vitas,2015-09-04,63,69,49
Uros Vitas,2015-09-10,63,69,49
Uros Vitas,2015-09-21,65,69,36
Uros Vitas,2015-09-25,65,69,36
Uros Vitas,2015-10-02,65,69,36
Uros Vitas,2015-10-09,65,69,36
Uros Vitas,2015-10-16,65,69,36
Uros Vitas,2015-10-19,65,69,36
Uros Vitas,2015-10-23,65,69,36
Uros Vitas,2015-10-30,65,69,36
Uros Vitas,2015-11-06,65,69,36
Uros Vitas,2015-11-12,65,69,36
Uros Vitas,2015-11-19,65,69,36
Uros Vitas,2015-11-26,64,69,36
Uros Vitas,2015-12-03,64,69,36
Uros Vitas,2015-12-10,64,69,36
Uros Vitas,2015-12-17,64,69,36
Uros Vitas,2015-12-24,64,69,36
Uros Vitas,2015-12-30,64,69,36
Uros Vitas,2016-01-07,64,69,36
Uros Vitas,2016-01-14,64,69,36
Uros Vitas,2016-01-21,64,69,36
Uros Vitas,2016-01-28,64,69,36
Uros Vitas,2016-02-04,64,69,36
Uros Vitas,2016-02-11,64,69,36
Uros Vitas,2016-02-13,64,69,36
Uros Vitas,2016-02-18,64,69,36
Uros Vitas,2016-02-19,64,69,36
Uros Vitas,2016-02-25,64,69,36
Uros Vitas,2016-03-03,64,69,36
Uros Vitas,2016-03-10,64,69,36
Uros Vitas,2016-03-17,64,69,36
Uros Vitas,2016-03-24,64,69,36
Uros Vitas,2016-03-31,64,69,36
Uros Vitas,2016-04-07,66,69,36
Uros Vitas,2016-04-14,66,69,36
Uros Vitas,2016-04-21,66,69,36
Uros Vitas,2016-04-28,66,69,36
Uros Vitas,2016-05-05,66,69,36
Uros Vitas,2016-05-12,66,69,36
Uros Vitas,2016-05-19,66,69,36
Uros Vitas,2016-05-26,66,69,36
Uros Vitas,2016-06-02,66,69,36
Uros Vitas,2016-06-09,66,69,36
Uros Vitas,2016-06-16,66,69,36
Uros Vitas,2016-06-23,66,69,36
Uros Vitas,2016-06-30,66,69,36
Uros Vitas,2016-07-07,66,69,36
Uros Vitas,2016-07-14,66,69,36
Uros Vitas,2016-07-21,66,69,36
Uros Vitas,2016-07-28,66,69,36
Uros Vitas,2016-08-04,66,69,36
Uros Vitas,2016-08-11,66,69,36
Uros Vitas,2016-08-18,66,69,36
Uros Vitas,2016-08-26,66,69,36
Uros Vitas,2016-09-01,66,69,36
Uros Vitas,2016-09-08,66,69,36
Uros Vitas,2016-09-14,66,69,36
Uros Vitas,2016-09-20,67,69,36
Uros Vitas,2016-09-22,66,69,36
Uros Vitas,2016-09-29,67,69,36
Uros Vitas,2016-10-06,67,69,36
Uros Vitas,2016-10-13,67,69,36
Uros Vitas,2016-10-19,67,69,36
Uros Vitas,2016-10-27,67,69,36
Uros Vitas,2016-11-03,67,69,36
Uros Vitas,2016-11-07,67,69,36
Uros Vitas,2016-11-10,67,69,36
Uros Vitas,2016-11-14,67,69,36
Uros Vitas,2016-11-17,67,69,36
Uros Vitas,2016-11-21,67,69,36
Uros Vitas,2016-11-24,67,69,36
Uros Vitas,2016-11-28,67,69,36
Hannes Van Der Bruggen,2011-02-22,54,43,66
Hannes Van Der Bruggen,2011-08-30,58,53,57
Hannes Van Der Bruggen,2012-02-22,63,57,58
Hannes Van Der Bruggen,2012-08-31,65,61,58
Hannes Van Der Bruggen,2013-02-15,66,62,57
Hannes Van Der Bruggen,2013-02-22,66,62,57
Hannes Van Der Bruggen,2013-03-01,66,62,57
Hannes Van Der Bruggen,2013-03-04,66,62,57
Hannes Van Der Bruggen,2013-03-08,66,62,57
Hannes Van Der Bruggen,2013-03-15,66,62,57
Hannes Van Der Bruggen,2013-03-22,66,62,57
Hannes Van Der Bruggen,2013-03-28,66,62,57
Hannes Van Der Bruggen,2013-04-05,66,62,57
Hannes Van Der Bruggen,2013-04-12,66,62,57
Hannes Van Der Bruggen,2013-04-19,66,62,57
Hannes Van Der Bruggen,2013-04-26,66,62,57
Hannes Van Der Bruggen,2013-05-03,66,62,57
Hannes Van Der Bruggen,2013-05-10,66,62,57
Hannes Van Der Bruggen,2013-05-17,66,62,57
Hannes Van Der Bruggen,2013-05-24,66,62,57
Hannes Van Der Bruggen,2013-05-31,67,65,60
Hannes Van Der Bruggen,2013-06-07,67,65,60
Hannes Van Der Bruggen,2013-06-14,67,65,60
Hannes Van Der Bruggen,2013-06-21,67,65,60
Hannes Van Der Bruggen,2013-06-28,67,65,60
Hannes Van Der Bruggen,2013-07-05,67,65,60
Hannes Van Der Bruggen,2013-07-12,67,65,60
Hannes Van Der Bruggen,2013-07-19,67,65,60
Hannes Van Der Bruggen,2013-07-26,67,65,60
Hannes Van Der Bruggen,2013-08-02,67,65,60
Hannes Van Der Bruggen,2013-08-09,67,65,60
Hannes Van Der Bruggen,2013-08-16,67,65,60
Hannes Van Der Bruggen,2013-08-23,67,65,60
Hannes Van Der Bruggen,2013-08-30,67,65,60
Hannes Van Der Bruggen,2013-09-06,67,65,60
Hannes Van Der Bruggen,2013-09-13,67,65,60
Hannes Van Der Bruggen,2013-09-20,67,65,60
Hannes Van Der Bruggen,2013-09-20,68,65,59
Hannes Van Der Bruggen,2013-09-27,68,65,59
Hannes Van Der Bruggen,2013-10-04,68,65,59
Hannes Van Der Bruggen,2013-10-11,68,65,59
Hannes Van Der Bruggen,2013-10-18,68,65,59
Hannes Van Der Bruggen,2013-10-25,68,65,59
Hannes Van Der Bruggen,2013-11-01,68,65,59
Hannes Van Der Bruggen,2013-11-08,68,65,59
Hannes Van Der Bruggen,2013-11-15,68,65,59
Hannes Van Der Bruggen,2013-11-22,68,65,59
Hannes Van Der Bruggen,2013-11-29,68,65,59
Hannes Van Der Bruggen,2013-12-06,68,65,59
Hannes Van Der Bruggen,2013-12-13,68,65,59
Hannes Van Der Bruggen,2013-12-20,68,65,59
Hannes Van Der Bruggen,2013-12-27,68,65,59
Hannes Van Der Bruggen,2014-01-03,68,65,59
Hannes Van Der Bruggen,2014-01-10,68,65,59
Hannes Van Der Bruggen,2014-01-17,68,65,59
Hannes Van Der Bruggen,2014-01-24,67,65,59
Hannes Van Der Bruggen,2014-01-31,67,65,59
Hannes Van Der Bruggen,2014-02-07,67,65,59
Hannes Van Der Bruggen,2014-02-14,67,65,59
Hannes Van Der Bruggen,2014-02-21,67,65,59
Hannes Van Der Bruggen,2014-02-28,67,65,59
Hannes Van Der Bruggen,2014-03-07,67,63,59
Hannes Van Der Bruggen,2014-03-14,67,63,59
Hannes Van Der Bruggen,2014-03-21,65,64,59
Hannes Van Der Bruggen,2014-03-28,65,64,59
Hannes Van Der Bruggen,2014-04-04,65,64,59
Hannes Van Der Bruggen,2014-04-11,65,64,59
Hannes Van Der Bruggen,2014-04-18,65,64,59
Hannes Van Der Bruggen,2014-04-25,65,64,59
Hannes Van Der Bruggen,2014-05-02,65,64,59
Hannes Van Der Bruggen,2014-05-09,65,64,59
Hannes Van Der Bruggen,2014-05-16,65,64,59
Hannes Van Der Bruggen,2014-05-23,65,64,59
Hannes Van Der Bruggen,2014-05-30,65,64,59
Hannes Van Der Bruggen,2014-06-06,65,64,59
Hannes Van Der Bruggen,2014-06-13,65,64,59
Hannes Van Der Bruggen,2014-06-20,65,64,59
Hannes Van Der Bruggen,2014-07-18,65,64,59
Hannes Van Der Bruggen,2014-07-20,65,64,59
Hannes Van Der Bruggen,2014-07-25,65,64,59
Hannes Van Der Bruggen,2014-08-01,65,64,59
Hannes Van Der Bruggen,2014-08-08,65,64,59
Hannes Van Der Bruggen,2014-08-15,65,64,59
Hannes Van Der Bruggen,2014-08-22,65,64,59
Hannes Van Der Bruggen,2014-08-29,65,64,59
Hannes Van Der Bruggen,2014-09-05,65,64,59
Hannes Van Der Bruggen,2014-09-12,65,64,59
Hannes Van Der Bruggen,2014-09-18,67,64,59
Hannes Van Der Bruggen,2014-09-19,65,64,59
Hannes Van Der Bruggen,2014-09-23,67,64,59
Hannes Van Der Bruggen,2014-09-26,67,64,59
Hannes Van Der Bruggen,2014-10-02,67,64,59
Hannes Van Der Bruggen,2014-10-10,67,64,59
Hannes Van Der Bruggen,2014-10-17,67,64,59
Hannes Van Der Bruggen,2014-10-24,67,64,59
Hannes Van Der Bruggen,2014-10-31,67,64,59
Hannes Van Der Bruggen,2014-11-07,67,64,59
Hannes Van Der Bruggen,2014-11-14,67,64,59
Hannes Van Der Bruggen,2014-11-21,67,64,59
Hannes Van Der Bruggen,2014-11-26,67,64,59
Hannes Van Der Bruggen,2014-11-28,67,64,59
Hannes Van Der Bruggen,2014-12-05,67,64,59
Hannes Van Der Bruggen,2014-12-12,67,64,59
Hannes Van Der Bruggen,2014-12-19,67,64,59
Hannes Van Der Bruggen,2014-12-27,67,64,59
Hannes Van Der Bruggen,2015-01-02,67,64,59
Hannes Van Der Bruggen,2015-01-09,67,64,59
Hannes Van Der Bruggen,2015-01-16,67,64,59
Hannes Van Der Bruggen,2015-01-23,67,64,59
Hannes Van Der Bruggen,2015-01-26,67,64,59
Hannes Van Der Bruggen,2015-01-28,67,64,59
Hannes Van Der Bruggen,2015-01-30,67,64,59
Hannes Van Der Bruggen,2015-02-06,67,64,59
Hannes Van Der Bruggen,2015-02-13,67,64,59
Hannes Van Der Bruggen,2015-02-20,67,64,59
Hannes Van Der Bruggen,2015-02-27,67,64,59
Hannes Van Der Bruggen,2015-03-06,68,65,62
Hannes Van Der Bruggen,2015-03-10,68,65,62
Hannes Van Der Bruggen,2015-03-13,68,66,62
Hannes Van Der Bruggen,2015-03-20,68,66,62
Hannes Van Der Bruggen,2015-03-27,68,66,62
Hannes Van Der Bruggen,2015-04-01,68,66,62
Hannes Van Der Bruggen,2015-04-10,68,66,62
Hannes Van Der Bruggen,2015-04-17,68,66,62
Hannes Van Der Bruggen,2015-04-24,68,66,62
Hannes Van Der Bruggen,2015-05-01,68,66,62
Hannes Van Der Bruggen,2015-05-08,68,66,62
Hannes Van Der Bruggen,2015-05-15,68,66,62
Hannes Van Der Bruggen,2015-05-22,68,66,62
Hannes Van Der Bruggen,2015-05-29,68,66,62
Hannes Van Der Bruggen,2015-06-05,68,66,62
Hannes Van Der Bruggen,2015-06-12,68,66,62
Hannes Van Der Bruggen,2015-06-19,68,66,62
Hannes Van Der Bruggen,2015-06-26,68,66,62
Hannes Van Der Bruggen,2015-07-03,68,66,62
Hannes Van Der Bruggen,2015-07-10,68,66,62
Hannes Van Der Bruggen,2015-07-16,68,66,62
Hannes Van Der Bruggen,2015-07-24,68,66,62
Hannes Van Der Bruggen,2015-07-31,68,66,62
Hannes Van Der Bruggen,2015-08-07,68,66,62
Hannes Van Der Bruggen,2015-08-14,68,66,62
Hannes Van Der Bruggen,2015-08-21,68,66,62
Hannes Van Der Bruggen,2015-08-27,68,66,62
Hannes Van Der Bruggen,2015-09-01,68,66,62
Hannes Van Der Bruggen,2015-09-04,68,66,62
Hannes Van Der Bruggen,2015-09-10,68,66,62
Hannes Van Der Bruggen,2015-09-21,70,67,60
Hannes Van Der Bruggen,2015-09-25,70,67,60
Hannes Van Der Bruggen,2015-10-02,70,67,60
Hannes Van Der Bruggen,2015-10-09,70,67,60
Hannes Van Der Bruggen,2015-10-16,70,67,60
Hannes Van Der Bruggen,2015-10-19,70,67,60
Hannes Van Der Bruggen,2015-10-23,70,67,60
Hannes Van Der Bruggen,2015-10-30,70,67,60
Hannes Van Der Bruggen,2015-11-06,70,67,60
Hannes Van Der Bruggen,2015-11-12,70,67,60
Hannes Van Der Bruggen,2015-11-19,70,67,60
Hannes Van Der Bruggen,2015-11-26,70,67,60
Hannes Van Der Bruggen,2015-12-03,70,67,60
Hannes Van Der Bruggen,2015-12-10,70,67,60
Hannes Van Der Bruggen,2015-12-17,70,67,60
Hannes Van Der Bruggen,2015-12-24,70,67,60
Hannes Van Der Bruggen,2015-12-30,70,67,60
Hannes Van Der Bruggen,2016-01-07,70,67,60
Hannes Van Der Bruggen,2016-01-14,70,67,60
Hannes Van Der Bruggen,2016-01-21,70,67,60
Hannes Van Der Bruggen,2016-01-28,70,67,60
Hannes Van Der Bruggen,2016-02-04,70,67,60
Hannes Van Der Bruggen,2016-02-11,70,67,60
Hannes Van Der Bruggen,2016-02-13,70,67,60
Hannes Van Der Bruggen,2016-02-18,70,67,60
Hannes Van Der Bruggen,2016-02-19,70,67,60
Hannes Van Der Bruggen,2016-02-25,70,67,60
Hannes Van Der Bruggen,2016-03-03,70,67,60
Hannes Van Der Bruggen,2016-03-10,70,67,60
Hannes Van Der Bruggen,2016-03-17,70,67,60
Hannes Van Der Bruggen,2016-03-24,70,67,60
Hannes Van Der Bruggen,2016-03-31,70,67,60
Hannes Van Der Bruggen,2016-04-07,70,67,60
Hannes Van Der Bruggen,2016-04-14,70,67,60
Hannes Van Der Bruggen,2016-04-21,70,67,60
Hannes Van Der Bruggen,2016-04-28,70,67,60
Hannes Van Der Bruggen,2016-05-05,70,67,60
Hannes Van Der Bruggen,2016-05-12,70,67,60
Hannes Van Der Bruggen,2016-05-19,70,67,60
Hannes Van Der Bruggen,2016-05-26,70,67,60
Hannes Van Der Bruggen,2016-06-02,70,67,60
Hannes Van Der Bruggen,2016-06-09,70,67,60
Hannes Van Der Bruggen,2016-06-16,70,67,60
Hannes Van Der Bruggen,2016-06-23,70,67,60
Hannes Van Der Bruggen,2016-06-30,70,67,60
Hannes Van Der Bruggen,2016-07-07,70,67,60
Hannes Van Der Bruggen,2016-07-14,70,67,60
Hannes Van Der Bruggen,2016-07-21,70,67,60
Hannes Van Der Bruggen,2016-07-28,70,67,60
Hannes Van Der Bruggen,2016-08-04,70,67,60
Hannes Van Der Bruggen,2016-08-11,70,67,60
Hannes Van Der Bruggen,2016-08-18,70,67,60
Hannes Van Der Bruggen,2016-08-26,70,67,60
Hannes Van Der Bruggen,2016-09-01,70,67,60
Hannes Van Der Bruggen,2016-09-08,70,67,60
Hannes Van Der Bruggen,2016-09-14,70,67,60
Hannes Van Der Bruggen,2016-09-20,70,67,57
Hannes Van Der Bruggen,2016-09-22,70,67,60
Hannes Van Der Bruggen,2016-09-29,70,67,57
Hannes Van Der Bruggen,2016-10-06,70,67,57
Hannes Van Der Bruggen,2016-10-13,70,67,57
Hannes Van Der Bruggen,2016-10-19,70,67,57
Hannes Van Der Bruggen,2016-10-27,70,67,57
Hannes Van Der Bruggen,2016-11-03,70,67,57
Hannes Van Der Bruggen,2016-11-07,70,67,57
Hannes Van Der Bruggen,2016-11-10,70,67,57
Hannes Van Der Bruggen,2016-11-14,70,67,57
Hannes Van Der Bruggen,2016-11-17,70,67,57
Hannes Van Der Bruggen,2016-11-21,70,67,57
Hannes Van Der Bruggen,2016-11-24,70,67,57
Hannes Van Der Bruggen,2016-11-28,70,67,57
Serge Tabekou,2015-04-24,61,71,84
Serge Tabekou,2015-05-01,61,71,84
Serge Tabekou,2015-05-08,61,71,84
Serge Tabekou,2015-05-15,61,71,84
Serge Tabekou,2015-05-22,61,71,84
Serge Tabekou,2015-05-29,61,71,84
Serge Tabekou,2015-06-05,61,71,84
Serge Tabekou,2015-06-12,61,71,84
Serge Tabekou,2015-06-19,61,71,84
Serge Tabekou,2015-06-26,61,71,84
Serge Tabekou,2015-07-03,61,71,84
Serge Tabekou,2015-07-10,61,71,84
Serge Tabekou,2015-07-16,61,71,84
Serge Tabekou,2015-07-24,61,71,84
Serge Tabekou,2015-07-31,61,71,84
Serge Tabekou,2015-08-07,61,71,84
Serge Tabekou,2015-08-14,61,71,84
Serge Tabekou,2015-08-21,61,71,84
Serge Tabekou,2015-08-27,61,71,84
Serge Tabekou,2015-09-01,61,71,84
Serge Tabekou,2015-09-04,61,71,84
Serge Tabekou,2015-09-10,61,71,84
Serge Tabekou,2015-09-21,61,72,84
Serge Tabekou,2015-09-25,61,72,84
Serge Tabekou,2015-10-02,61,72,84
Serge Tabekou,2015-10-09,61,72,84
Serge Tabekou,2015-10-16,61,72,84
Serge Tabekou,2015-10-19,61,72,84
Serge Tabekou,2015-10-23,61,72,84
Serge Tabekou,2015-10-30,61,72,84
Serge Tabekou,2015-11-06,61,72,84
Serge Tabekou,2015-11-26,60,71,84
Serge Tabekou,2015-12-03,60,71,84
Serge Tabekou,2015-12-10,60,71,84
Serge Tabekou,2015-12-17,60,71,84
Serge Tabekou,2015-12-24,60,71,84
Serge Tabekou,2015-12-30,60,71,84
Rob Schoofs,2011-08-30,58,44,56
Rob Schoofs,2012-02-22,58,44,55
Rob Schoofs,2015-09-21,65,68,68
Rob Schoofs,2015-09-25,65,68,68
Rob Schoofs,2015-10-02,65,68,68
Rob Schoofs,2015-10-09,65,68,68
Rob Schoofs,2015-10-16,65,68,68
Rob Schoofs,2015-10-19,65,68,68
Rob Schoofs,2015-10-23,65,68,68
Rob Schoofs,2015-10-30,65,68,68
Rob Schoofs,2015-11-06,65,68,68
Rob Schoofs,2015-11-12,65,68,68
Rob Schoofs,2015-11-19,65,68,68
Rob Schoofs,2015-11-26,65,68,68
Rob Schoofs,2015-12-03,65,68,68
Rob Schoofs,2015-12-10,65,68,68
Rob Schoofs,2015-12-17,65,68,68
Rob Schoofs,2015-12-24,65,68,68
Rob Schoofs,2015-12-30,65,68,68
Rob Schoofs,2016-01-07,65,68,68
Rob Schoofs,2016-01-14,65,68,68
Rob Schoofs,2016-01-21,65,68,68
Rob Schoofs,2016-01-28,69,71,68
Rob Schoofs,2016-02-04,69,71,68
Rob Schoofs,2016-02-11,69,71,68
Rob Schoofs,2016-02-13,69,71,68
Rob Schoofs,2016-02-18,69,71,68
Rob Schoofs,2016-02-19,69,71,68
Rob Schoofs,2016-02-25,69,71,68
Rob Schoofs,2016-03-03,69,71,68
Rob Schoofs,2016-03-10,69,71,68
Rob Schoofs,2016-03-17,69,71,68
Rob Schoofs,2016-03-24,69,71,68
Rob Schoofs,2016-03-31,69,71,68
Rob Schoofs,2016-04-07,69,71,68
Rob Schoofs,2016-04-14,69,71,68
Rob Schoofs,2016-04-21,69,71,68
Rob Schoofs,2016-04-28,69,64,68
Rob Schoofs,2016-05-05,69,64,68
Rob Schoofs,2016-05-12,69,64,68
Rob Schoofs,2016-05-19,69,64,68
Rob Schoofs,2016-05-26,69,64,68
Rob Schoofs,2016-06-02,69,64,68
Rob Schoofs,2016-06-09,69,64,68
Rob Schoofs,2016-06-16,69,64,68
Rob Schoofs,2016-06-23,69,64,68
Rob Schoofs,2016-06-30,69,64,68
Rob Schoofs,2016-07-07,69,64,68
Rob Schoofs,2016-07-14,69,64,68
Rob Schoofs,2016-07-21,69,64,68
Rob Schoofs,2016-07-28,69,64,68
Rob Schoofs,2016-08-04,69,64,68
Rob Schoofs,2016-08-11,69,64,68
Rob Schoofs,2016-08-18,69,64,68
Rob Schoofs,2016-08-26,69,64,68
Rob Schoofs,2016-09-01,69,64,68
Rob Schoofs,2016-09-08,69,64,68
Rob Schoofs,2016-09-14,69,64,68
Rob Schoofs,2016-09-20,70,64,66
Rob Schoofs,2016-09-22,69,64,68
Rob Schoofs,2016-09-29,70,64,66
Rob Schoofs,2016-10-06,70,64,66
Rob Schoofs,2016-10-13,70,64,66
Rob Schoofs,2016-10-19,70,64,66
Rob Schoofs,2016-10-27,70,64,66
Rob Schoofs,2016-11-03,71,64,66
Rob Schoofs,2016-11-07,71,64,66
Rob Schoofs,2016-11-10,71,64,66
Rob Schoofs,2016-11-14,71,64,66
Rob Schoofs,2016-11-17,71,64,66
Rob Schoofs,2016-11-21,71,64,66
Rob Schoofs,2016-11-24,71,64,66
Rob Schoofs,2016-11-28,71,64,66
Mustapha Oussalah,2006-08-30,62,58,62
Mustapha Oussalah,2007-02-22,62,58,62
Mustapha Oussalah,2007-08-30,62,58,62
Mustapha Oussalah,2008-02-22,62,58,62
Mustapha Oussalah,2008-08-30,63,60,66
Mustapha Oussalah,2009-02-22,63,60,66
Mustapha Oussalah,2010-08-30,66,62,69
Mustapha Oussalah,2011-02-22,62,63,69
Mustapha Oussalah,2011-08-30,66,67,71
Mustapha Oussalah,2012-02-22,66,67,71
Mustapha Oussalah,2012-08-31,63,68,71
Mustapha Oussalah,2013-02-15,67,70,70
Mustapha Oussalah,2013-02-22,67,70,70
Mustapha Oussalah,2013-03-01,67,70,70
Mustapha Oussalah,2013-03-04,67,70,70
Mustapha Oussalah,2013-03-08,67,70,70
Mustapha Oussalah,2013-03-15,67,70,70
Mustapha Oussalah,2013-03-22,67,70,70
Mustapha Oussalah,2013-03-28,67,70,70
Mustapha Oussalah,2013-04-05,67,70,70
Mustapha Oussalah,2013-04-12,67,70,70
Mustapha Oussalah,2013-04-19,67,70,70
Mustapha Oussalah,2013-04-26,67,70,70
Mustapha Oussalah,2013-05-03,67,70,70
Mustapha Oussalah,2013-05-10,67,70,70
Mustapha Oussalah,2013-05-17,67,70,70
Mustapha Oussalah,2013-05-24,65,70,70
Mustapha Oussalah,2013-05-31,65,70,70
Mustapha Oussalah,2013-06-07,65,70,70
Mustapha Oussalah,2013-06-14,65,70,70
Mustapha Oussalah,2013-06-21,65,70,70
Mustapha Oussalah,2013-06-28,65,70,70
Mustapha Oussalah,2013-07-05,65,70,70
Mustapha Oussalah,2013-07-12,65,70,70
Mustapha Oussalah,2013-07-19,65,70,70
Mustapha Oussalah,2013-07-26,65,70,70
Mustapha Oussalah,2013-08-02,65,70,70
Mustapha Oussalah,2013-08-09,65,70,70
Mustapha Oussalah,2013-08-16,65,70,70
Mustapha Oussalah,2013-08-23,65,70,70
Mustapha Oussalah,2013-08-30,65,70,70
Mustapha Oussalah,2013-09-06,65,70,70
Mustapha Oussalah,2013-09-13,65,70,70
Mustapha Oussalah,2013-09-20,65,70,70
Mustapha Oussalah,2013-09-20,65,70,70
Mustapha Oussalah,2013-09-27,65,70,70
Mustapha Oussalah,2013-10-04,65,70,70
Mustapha Oussalah,2013-10-11,65,70,70
Mustapha Oussalah,2013-10-18,65,70,70
Mustapha Oussalah,2013-10-25,65,70,70
Mustapha Oussalah,2013-11-01,67,70,70
Mustapha Oussalah,2013-11-08,67,70,70
Mustapha Oussalah,2013-11-15,67,70,70
Mustapha Oussalah,2013-11-22,67,70,70
Mustapha Oussalah,2013-11-29,67,70,70
Mustapha Oussalah,2013-12-06,67,70,70
Mustapha Oussalah,2013-12-13,67,70,70
Mustapha Oussalah,2013-12-20,67,70,70
Mustapha Oussalah,2013-12-27,67,70,70
Mustapha Oussalah,2014-01-03,67,70,70
Mustapha Oussalah,2014-01-10,67,70,70
Mustapha Oussalah,2014-01-17,67,70,70
Mustapha Oussalah,2014-01-24,67,70,70
Mustapha Oussalah,2014-01-31,67,70,70
Mustapha Oussalah,2014-02-07,67,70,70
Mustapha Oussalah,2014-02-14,67,70,70
Mustapha Oussalah,2014-02-21,67,70,70
Mustapha Oussalah,2014-02-28,67,70,70
Mustapha Oussalah,2014-03-07,67,70,70
Mustapha Oussalah,2014-03-14,67,70,70
Mustapha Oussalah,2014-03-21,67,70,70
Mustapha Oussalah,2014-03-28,67,70,70
Mustapha Oussalah,2014-04-04,67,70,70
Mustapha Oussalah,2014-04-11,67,70,70
Mustapha Oussalah,2014-04-18,67,70,70
Mustapha Oussalah,2014-04-25,67,70,70
Mustapha Oussalah,2014-05-02,67,70,70
Mustapha Oussalah,2014-05-09,67,70,70
Mustapha Oussalah,2014-05-16,67,70,70
Mustapha Oussalah,2014-05-23,67,70,70
Mustapha Oussalah,2014-05-30,67,70,70
Mustapha Oussalah,2014-06-06,67,70,70
Mustapha Oussalah,2014-06-13,67,70,70
Mustapha Oussalah,2014-06-20,67,70,70
Mustapha Oussalah,2014-07-18,67,70,70
Mustapha Oussalah,2014-07-20,67,70,70
Mustapha Oussalah,2014-07-25,67,70,70
Mustapha Oussalah,2014-08-01,67,70,70
Mustapha Oussalah,2014-08-08,67,70,70
Mustapha Oussalah,2014-08-15,67,70,70
Mustapha Oussalah,2014-08-22,67,70,70
Mustapha Oussalah,2014-08-29,67,70,70
