player,date,overall,phy,pac
Nana Asare,2007-08-30,64,53,74
Nana Asare,2008-02-22,64,53,74
Nana Asare,2008-08-30,65,51,73
Nana Asare,2009-02-22,67,51,76
Nana Asare,2009-08-30,69,62,77
Nana Asare,2010-02-22,70,65,78
Nana Asare,2010-08-30,72,68,78
Nana Asare,2011-02-22,71,70,78
Nana Asare,2011-08-30,70,72,79
Nana Asare,2012-02-22,71,72,82
Nana Asare,2012-08-31,71,72,76
Nana Asare,2013-02-15,72,73,75
Nana Asare,2013-02-22,72,73,75
Nana Asare,2013-03-01,72,73,75
Nana Asare,2013-03-04,72,73,75
Nana Asare,2013-03-08,72,73,75
Nana Asare,2013-03-15,72,73,75
Nana Asare,2013-03-22,72,73,75
Nana Asare,2013-03-28,72,73,75
Nana Asare,2013-04-05,72,73,75
Nana Asare,2013-04-12,72,73,75
Nana Asare,2013-04-19,72,73,75
Nana Asare,2013-04-26,72,73,75
Nana Asare,2013-05-03,72,73,75
Nana Asare,2013-05-10,72,73,75
Nana Asare,2013-05-17,72,73,75
Nana Asare,2013-05-24,72,73,75
Nana Asare,2013-05-31,72,73,75
Nana Asare,2013-06-07,72,73,75
Nana Asare,2013-06-14,72,73,75
Nana Asare,2013-06-21,72,73,75
Nana Asare,2013-06-28,72,73,75
Nana Asare,2013-07-05,72,73,75
Nana Asare,2013-07-12,72,73,75
Nana Asare,2013-07-19,72,73,75
Nana Asare,2013-07-26,72,73,75
Nana Asare,2013-08-02,72,73,75
Nana Asare,2013-08-09,72,73,75
Nana Asare,2013-08-16,72,73,75
Nana Asare,2013-08-23,72,73,75
Nana Asare,2013-08-30,72,73,75
Nana Asare,2013-09-06,72,73,75
Nana Asare,2013-09-13,72,73,75
Nana Asare,2013-09-20,72,73,75
Nana Asare,2013-09-20,71,72,75
Nana Asare,2013-09-27,71,72,75
Nana Asare,2013-10-04,71,72,75
Nana Asare,2013-10-11,71,72,75
Nana Asare,2013-10-18,71,72,75
Nana Asare,2013-10-25,71,72,75
Nana Asare,2013-11-01,71,72,75
Nana Asare,2013-11-08,71,72,75
Nana Asare,2013-11-15,71,72,75
Nana Asare,2013-11-22,71,72,75
Nana Asare,2013-11-29,71,72,75
Nana Asare,2013-12-06,71,72,75
Nana Asare,2013-12-13,71,72,75
Nana Asare,2013-12-20,71,72,75
Nana Asare,2013-12-27,68,72,75
Nana Asare,2014-01-03,68,72,75
Nana Asare,2014-01-10,68,72,75
Nana Asare,2014-01-17,68,71,76
Nana Asare,2014-01-24,68,71,76
Nana Asare,2014-01-31,68,71,76
Nana Asare,2014-02-07,68,71,76
Nana Asare,2014-02-14,68,71,76
Nana Asare,2014-02-21,68,71,76
Nana Asare,2014-02-28,68,71,76
Nana Asare,2014-03-07,68,71,76
Nana Asare,2014-03-14,68,71,76
Nana Asare,2014-03-21,68,71,76
Nana Asare,2014-03-28,68,71,76
Nana Asare,2014-04-04,68,71,76
Nana Asare,2014-04-11,68,71,76
Nana Asare,2014-04-18,68,71,76
Nana Asare,2014-04-25,68,71,76
Nana Asare,2014-05-02,68,71,76
Nana Asare,2014-05-09,68,71,76
Nana Asare,2014-05-16,68,71,76
Nana Asare,2014-05-23,68,71,76
Nana Asare,2014-05-30,68,71,76
Nana Asare,2014-06-06,68,71,76
Nana Asare,2014-06-13,68,71,76
Nana Asare,2014-06-20,68,71,76
Nana Asare,2014-07-18,68,71,76
Nana Asare,2014-07-20,68,71,76
Nana Asare,2014-07-25,68,71,76
Nana Asare,2014-08-01,68,71,76
Nana Asare,2014-08-08,68,71,76
Nana Asare,2014-08-15,68,71,76
Nana Asare,2014-08-22,68,71,76
Nana Asare,2014-08-29,68,71,76
Nana Asare,2014-09-05,68,71,76
Nana Asare,2014-09-12,68,71,76
Nana Asare,2014-09-18,69,69,76
Nana Asare,2014-09-19,68,71,76
Nana Asare,2014-09-23,69,69,76
Nana Asare,2014-09-26,69,69,76
Nana Asare,2014-10-02,69,69,76
Nana Asare,2014-10-10,69,69,76
Nana Asare,2014-10-17,69,69,76
Nana Asare,2014-10-24,70,69,76
Nana Asare,2014-10-31,70,69,76
Nana Asare,2014-11-07,71,69,76
Nana Asare,2014-11-14,71,69,76
Nana Asare,2014-11-21,71,69,76
Nana Asare,2014-11-26,71,69,76
Nana Asare,2014-11-28,71,69,76
Nana Asare,2014-12-05,71,69,76
Nana Asare,2014-12-12,71,69,76
Nana Asare,2014-12-19,71,69,76
Nana Asare,2014-12-27,71,69,76
Nana Asare,2015-01-02,71,69,76
Nana Asare,2015-01-09,71,69,76
Nana Asare,2015-01-16,71,69,76
Nana Asare,2015-01-23,71,69,76
Nana Asare,2015-01-26,71,69,76
Nana Asare,2015-01-28,71,69,76
Nana Asare,2015-01-30,71,69,76
Nana Asare,2015-02-06,71,69,76
Nana Asare,2015-02-13,71,69,76
Nana Asare,2015-02-20,71,69,76
Nana Asare,2015-02-27,71,69,76
Nana Asare,2015-03-06,70,71,78
Nana Asare,2015-03-10,70,71,78
Nana Asare,2015-03-13,70,71,78
Nana Asare,2015-03-20,70,71,78
Nana Asare,2015-03-27,70,71,78
Nana Asare,2015-04-01,70,71,78
Nana Asare,2015-04-10,70,71,78
Nana Asare,2015-04-17,70,71,78
Nana Asare,2015-04-24,70,71,78
Nana Asare,2015-05-01,70,71,78
Nana Asare,2015-05-08,70,71,78
Nana Asare,2015-05-15,71,71,78
Nana Asare,2015-05-22,71,71,78
Nana Asare,2015-05-29,71,71,78
Nana Asare,2015-06-05,71,71,78
Nana Asare,2015-06-12,71,71,78
Nana Asare,2015-06-19,71,71,78
Nana Asare,2015-06-26,71,71,78
Nana Asare,2015-07-03,71,71,78
Nana Asare,2015-07-10,71,71,78
Nana Asare,2015-07-16,71,71,78
Nana Asare,2015-07-24,71,71,78
Nana Asare,2015-07-31,71,71,78
Nana Asare,2015-08-07,71,71,78
Nana Asare,2015-08-14,71,71,78
Nana Asare,2015-08-21,71,71,78
Nana Asare,2015-08-27,71,71,78
Nana Asare,2015-09-01,71,71,78
Nana Asare,2015-09-04,71,71,78
Nana Asare,2015-09-10,71,71,78
Nana Asare,2015-09-21,73,72,78
Nana Asare,2015-09-25,73,72,78
Nana Asare,2015-10-02,73,72,78
Nana Asare,2015-10-09,73,72,78
Nana Asare,2015-10-16,73,72,78
Nana Asare,2015-10-19,73,72,78
Nana Asare,2015-10-23,73,72,78
Nana Asare,2015-10-30,73,72,78
Nana Asare,2015-11-06,73,72,78
Nana Asare,2015-11-12,73,72,78
Nana Asare,2015-11-19,73,72,78
Nana Asare,2015-11-26,73,72,78
Nana Asare,2015-12-03,73,72,78
Nana Asare,2015-12-10,73,72,78
Nana Asare,2015-12-17,73,72,78
Nana Asare,2015-12-24,73,72,78
Nana Asare,2015-12-30,73,72,78
Nana Asare,2016-01-07,73,72,78
Nana Asare,2016-01-14,73,72,78
Nana Asare,2016-01-21,73,72,78
Nana Asare,2016-01-28,73,72,78
Nana Asare,2016-02-04,73,72,78
Nana Asare,2016-02-11,73,72,78
Nana Asare,2016-02-13,73,72,78
Nana Asare,2016-02-18,73,72,78
Nana Asare,2016-02-19,73,72,78
Nana Asare,2016-02-25,73,72,78
Nana Asare,2016-03-03,73,72,78
Nana Asare,2016-03-10,73,72,78
Nana Asare,2016-03-17,73,72,78
Nana Asare,2016-03-24,73,72,78
Nana Asare,2016-03-31,73,72,78
Nana Asare,2016-04-07,73,72,78
Nana Asare,2016-04-14,73,72,78
Nana Asare,2016-04-21,73,72,78
Nana Asare,2016-04-28,73,72,79
Nana Asare,2016-05-05,73,72,79
Nana Asare,2016-05-12,73,72,79
Nana Asare,2016-05-19,73,72,79
Nana Asare,2016-05-26,73,72,79
Nana Asare,2016-06-02,73,72,79
Nana Asare,2016-06-09,73,72,79
Nana Asare,2016-06-16,73,72,79
Nana Asare,2016-06-23,73,72,79
Nana Asare,2016-06-30,73,72,79
Nana Asare,2016-07-07,73,72,79
Nana Asare,2016-07-14,73,72,79
Nana Asare,2016-07-21,73,72,79
Nana Asare,2016-07-28,73,72,79
Nana Asare,2016-08-04,73,72,79
Nana Asare,2016-08-11,73,72,79
Nana Asare,2016-08-18,73,72,79
Nana Asare,2016-08-26,73,72,79
Nana Asare,2016-09-01,73,72,79
Nana Asare,2016-09-08,73,72,79
Nana Asare,2016-09-14,73,72,79
Nana Asare,2016-09-20,75,71,79
Nana Asare,2016-09-22,73,72,79
Nana Asare,2016-09-29,75,71,79
Nana Asare,2016-10-06,75,71,79
Nana Asare,2016-10-13,75,71,79
Nana Asare,2016-10-19,75,71,79
Nana Asare,2016-10-27,75,71,79
Nana Asare,2016-11-03,75,71,79
Nana Asare,2016-11-07,75,71,79
Nana Asare,2016-11-10,75,71,79
Nana Asare,2016-11-14,75,71,79
Nana Asare,2016-11-17,75,71,79
Nana Asare,2016-11-21,75,71,79
Nana Asare,2016-11-24,75,71,79
Nana Asare,2016-11-28,75,71,79
Thomas Matton,2008-08-30,60,41,61
Thomas Matton,2009-02-22,64,46,61
Thomas Matton,2009-08-30,66,55,65
Thomas Matton,2010-02-22,66,55,65
Thomas Matton,2010-08-30,65,55,63
Thomas Matton,2011-02-22,65,55,63
Thomas Matton,2011-08-30,66,57,59
Thomas Matton,2012-02-22,66,57,59
Thomas Matton,2012-08-31,66,57,59
Thomas Matton,2013-02-15,66,59,57
Thomas Matton,2013-02-22,66,59,57
Thomas Matton,2013-03-01,66,59,57
Thomas Matton,2013-03-04,66,59,57
Thomas Matton,2013-03-08,66,59,57
Thomas Matton,2013-03-15,66,59,57
Thomas Matton,2013-03-22,66,59,57
Thomas Matton,2013-03-28,66,59,57
Thomas Matton,2013-04-05,66,59,57
Thomas Matton,2013-04-12,66,59,57
Thomas Matton,2013-04-19,66,59,57
Thomas Matton,2013-04-26,66,59,57
Thomas Matton,2013-05-03,66,59,57
Thomas Matton,2013-05-10,65,55,57
Thomas Matton,2013-05-17,65,55,57
Thomas Matton,2013-05-24,65,55,57
Thomas Matton,2013-05-31,65,55,57
Thomas Matton,2013-06-07,65,55,57
Thomas Matton,2013-06-14,65,55,57
Thomas Matton,2013-06-21,65,55,57
Thomas Matton,2013-06-28,65,55,57
Thomas Matton,2013-07-05,65,55,57
Thomas Matton,2013-07-12,65,55,57
Thomas Matton,2013-07-19,65,55,57
Thomas Matton,2013-07-26,65,55,57
Thomas Matton,2013-08-02,65,55,57
Thomas Matton,2013-08-09,65,55,57
Thomas Matton,2013-08-16,65,55,57
Thomas Matton,2013-08-23,65,55,57
Thomas Matton,2013-08-30,65,55,57
Thomas Matton,2013-09-06,65,55,57
Thomas Matton,2013-09-13,65,55,57
Thomas Matton,2013-09-20,65,55,55
Thomas Matton,2013-09-20,65,55,57
Thomas Matton,2013-09-27,65,55,55
Thomas Matton,2013-10-04,65,55,55
Thomas Matton,2013-10-11,65,55,55
Thomas Matton,2013-10-18,65,55,55
Thomas Matton,2013-10-25,65,55,55
Thomas Matton,2013-11-01,65,55,55
Thomas Matton,2013-11-08,65,55,55
Thomas Matton,2013-11-15,65,55,55
Thomas Matton,2013-11-22,65,55,55
Thomas Matton,2013-11-29,65,55,55
Thomas Matton,2013-12-06,65,55,55
Thomas Matton,2013-12-13,65,55,55
Thomas Matton,2013-12-20,65,55,55
Thomas Matton,2013-12-27,65,55,55
Thomas Matton,2014-01-03,65,55,55
Thomas Matton,2014-01-10,65,55,55
Thomas Matton,2014-01-17,65,55,55
Thomas Matton,2014-01-24,65,55,55
Thomas Matton,2014-01-31,65,55,55
Thomas Matton,2014-02-07,65,55,55
Thomas Matton,2014-02-14,65,55,55
Thomas Matton,2014-02-21,65,55,55
Thomas Matton,2014-02-28,65,55,55
Thomas Matton,2014-03-07,65,55,55
Thomas Matton,2014-03-14,65,55,55
Thomas Matton,2014-03-21,65,55,55
Thomas Matton,2014-03-28,65,55,55
Thomas Matton,2014-04-04,65,55,55
Thomas Matton,2014-04-11,65,55,55
Thomas Matton,2014-04-18,65,55,55
Thomas Matton,2014-04-25,65,55,55
Thomas Matton,2014-05-02,65,55,55
Thomas Matton,2014-05-09,65,55,55
Thomas Matton,2014-05-16,65,55,55
Thomas Matton,2014-05-23,65,55,55
Thomas Matton,2014-05-30,65,55,55
Thomas Matton,2014-06-06,65,55,55
Thomas Matton,2014-06-13,65,55,55
Thomas Matton,2014-06-20,65,55,55
Thomas Matton,2014-07-18,65,55,55
Thomas Matton,2014-07-20,65,55,55
Thomas Matton,2014-07-25,65,55,55
Thomas Matton,2014-08-01,65,55,55
Thomas Matton,2014-08-08,65,55,55
Thomas Matton,2014-08-15,65,55,55
Thomas Matton,2014-08-22,65,55,55
Thomas Matton,2014-08-29,65,55,55
Thomas Matton,2014-09-05,65,55,55
Thomas Matton,2014-09-12,65,55,55
Thomas Matton,2014-09-18,65,56,51
Thomas Matton,2014-09-19,65,55,55
Thomas Matton,2014-09-23,65,56,51
Thomas Matton,2014-09-26,65,56,51
Thomas Matton,2014-10-02,65,56,51
Thomas Matton,2014-10-10,65,56,51
Thomas Matton,2014-10-17,65,56,51
Thomas Matton,2014-10-24,65,56,51
Thomas Matton,2014-10-31,65,56,51
Thomas Matton,2014-11-07,64,56,51
Thomas Matton,2014-11-14,64,56,51
Thomas Matton,2014-11-21,64,56,51
Thomas Matton,2014-11-26,64,56,51
Thomas Matton,2014-11-28,64,56,51
Thomas Matton,2014-12-05,64,56,51
Thomas Matton,2014-12-12,64,56,51
Thomas Matton,2014-12-19,64,56,51
Thomas Matton,2014-12-27,64,56,51
Thomas Matton,2015-01-02,64,56,51
Thomas Matton,2015-01-09,64,56,51
Thomas Matton,2015-01-16,64,56,51
Thomas Matton,2015-01-23,67,56,56
Thomas Matton,2015-01-26,67,56,56
Thomas Matton,2015-01-28,67,56,56
Thomas Matton,2015-01-30,67,56,56
Thomas Matton,2015-02-06,67,56,56
Thomas Matton,2015-02-13,67,56,56
Thomas Matton,2015-02-20,67,56,56
Thomas Matton,2015-02-27,68,56,56
Thomas Matton,2015-03-06,68,56,56
Thomas Matton,2015-03-10,68,56,56
Thomas Matton,2015-03-13,68,56,56
Thomas Matton,2015-03-20,68,56,56
Thomas Matton,2015-03-27,69,57,56
Thomas Matton,2015-04-01,69,57,56
Thomas Matton,2015-04-10,69,57,65
Thomas Matton,2015-04-17,69,57,65
Thomas Matton,2015-04-24,69,57,65
Thomas Matton,2015-05-01,69,57,65
Thomas Matton,2015-05-08,69,57,65
Thomas Matton,2015-05-15,69,57,65
Thomas Matton,2015-05-22,69,57,65
Thomas Matton,2015-05-29,69,57,65
Thomas Matton,2015-06-05,69,57,65
Thomas Matton,2015-06-12,69,57,65
Thomas Matton,2015-06-19,69,57,65
Thomas Matton,2015-06-26,69,57,65
Thomas Matton,2015-07-03,69,57,65
Thomas Matton,2015-07-10,69,57,65
Thomas Matton,2015-07-16,69,57,65
Thomas Matton,2015-07-24,69,57,65
Thomas Matton,2015-07-31,69,57,65
Thomas Matton,2015-08-07,69,57,65
Thomas Matton,2015-08-14,69,57,65
Thomas Matton,2015-08-21,69,57,65
Thomas Matton,2015-08-27,69,57,65
Thomas Matton,2015-09-01,69,57,65
Thomas Matton,2015-09-04,69,57,65
Thomas Matton,2015-09-10,69,57,65
Thomas Matton,2015-09-21,71,62,64
Thomas Matton,2015-09-25,71,62,64
Thomas Matton,2015-10-02,71,62,64
Thomas Matton,2015-10-09,71,62,65
Thomas Matton,2015-10-16,71,62,65
Thomas Matton,2015-10-19,71,62,65
Thomas Matton,2015-10-23,71,62,65
Thomas Matton,2015-10-30,71,62,65
Thomas Matton,2015-11-06,71,62,65
Thomas Matton,2015-11-12,71,62,65
Thomas Matton,2015-11-19,71,62,65
Thomas Matton,2015-11-26,72,62,65
Thomas Matton,2015-12-03,72,62,65
Thomas Matton,2015-12-10,72,62,65
Thomas Matton,2015-12-17,72,62,65
Thomas Matton,2015-12-24,72,62,65
Thomas Matton,2015-12-30,72,62,65
Thomas Matton,2016-01-07,72,62,65
Thomas Matton,2016-01-14,72,62,65
Thomas Matton,2016-01-21,72,62,65
Thomas Matton,2016-01-28,72,62,65
Thomas Matton,2016-02-04,72,62,65
Thomas Matton,2016-02-11,72,62,65
Thomas Matton,2016-02-13,72,62,65
Thomas Matton,2016-02-18,72,62,65
Thomas Matton,2016-02-19,72,62,65
Thomas Matton,2016-02-25,72,62,65
Thomas Matton,2016-03-03,72,62,65
Thomas Matton,2016-03-10,72,62,65
Thomas Matton,2016-03-17,72,62,65
Thomas Matton,2016-03-24,72,62,65
Thomas Matton,2016-03-31,72,62,65
Thomas Matton,2016-04-07,72,62,65
Thomas Matton,2016-04-14,72,62,65
Thomas Matton,2016-04-21,72,62,65
Thomas Matton,2016-04-28,72,62,65
Thomas Matton,2016-05-05,72,62,65
Thomas Matton,2016-05-12,72,62,65
Thomas Matton,2016-05-19,72,62,65
Thomas Matton,2016-05-26,72,62,65
Thomas Matton,2016-06-02,72,62,65
Thomas Matton,2016-06-09,72,62,65
Thomas Matton,2016-06-16,72,62,65
Thomas Matton,2016-06-23,72,62,65
Thomas Matton,2016-06-30,72,62,65
Thomas Matton,2016-07-07,72,62,65
Thomas Matton,2016-07-14,72,62,65
Thomas Matton,2016-07-21,72,62,65
Thomas Matton,2016-07-28,72,62,65
Thomas Matton,2016-08-04,72,62,65
Thomas Matton,2016-08-11,72,62,65
Thomas Matton,2016-08-18,72,62,65
Thomas Matton,2016-08-26,72,62,65
Thomas Matton,2016-09-01,72,62,65
Thomas Matton,2016-09-08,72,62,65
Thomas Matton,2016-09-14,72,62,65
Thomas Matton,2016-09-20,73,62,64
Thomas Matton,2016-09-22,72,62,65
Thomas Matton,2016-09-29,73,62,64
Thomas Matton,2016-10-06,73,62,64
Thomas Matton,2016-10-13,73,62,64
Thomas Matton,2016-10-19,73,62,64
Thomas Matton,2016-10-27,73,62,64
Thomas Matton,2016-11-03,73,62,64
Thomas Matton,2016-11-07,73,62,64
Thomas Matton,2016-11-10,72,60,63
Thomas Matton,2016-11-14,72,60,63
Thomas Matton,2016-11-17,72,60,63
Thomas Matton,2016-11-21,72,60,63
Thomas Matton,2016-11-24,72,60,63
Thomas Matton,2016-11-28,72,60,63
Sven Kums,2008-08-30,60,50,63
Sven Kums,2009-02-22,66,51,68
Sven Kums,2009-08-30,67,53,64
Sven Kums,2010-02-22,67,53,64
Sven Kums,2010-08-30,67,58,64
Sven Kums,2011-02-22,68,61,65
Sven Kums,2011-08-30,71,60,65
Sven Kums,2012-02-22,71,60,68
Sven Kums,2012-08-31,74,69,68
Sven Kums,2013-02-15,70,60,71
Sven Kums,2013-02-22,70,60,71
Sven Kums,2013-03-01,69,60,71
Sven Kums,2013-03-04,69,60,71
Sven Kums,2013-03-08,69,60,71
Sven Kums,2013-03-15,69,60,71
Sven Kums,2013-03-22,69,60,71
Sven Kums,2013-03-28,69,60,71
Sven Kums,2013-04-05,69,60,71
Sven Kums,2013-04-12,69,60,71
Sven Kums,2013-04-19,69,60,71
Sven Kums,2013-04-26,69,60,71
Sven Kums,2013-05-03,69,60,71
Sven Kums,2013-05-10,69,60,71
Sven Kums,2013-05-17,69,60,71
Sven Kums,2013-05-24,69,60,71
Sven Kums,2013-05-31,69,60,71
Sven Kums,2013-06-07,69,60,71
Sven Kums,2013-06-14,69,60,71
Sven Kums,2013-06-21,69,60,71
Sven Kums,2013-06-28,69,60,71
Sven Kums,2013-07-05,69,60,71
Sven Kums,2013-07-12,69,60,71
Sven Kums,2013-07-19,69,60,71
Sven Kums,2013-07-26,69,60,71
Sven Kums,2013-08-02,69,60,71
Sven Kums,2013-08-09,69,60,71
Sven Kums,2013-08-16,69,60,71
Sven Kums,2013-08-23,69,60,71
Sven Kums,2013-08-30,69,60,71
Sven Kums,2013-09-06,69,60,71
Sven Kums,2013-09-13,69,60,71
Sven Kums,2013-09-20,68,60,70
Sven Kums,2013-09-20,69,60,71
Sven Kums,2013-09-27,68,60,70
Sven Kums,2013-10-04,68,60,70
Sven Kums,2013-10-11,68,60,70
Sven Kums,2013-10-18,68,60,70
Sven Kums,2013-10-25,68,60,70
Sven Kums,2013-11-01,68,60,70
Sven Kums,2013-11-08,68,60,70
Sven Kums,2013-11-15,68,60,70
Sven Kums,2013-11-22,68,60,70
Sven Kums,2013-11-29,68,60,70
Sven Kums,2013-12-06,68,60,70
Sven Kums,2013-12-13,68,60,70
Sven Kums,2013-12-20,68,60,70
Sven Kums,2013-12-27,68,60,70
Sven Kums,2014-01-03,69,61,70
Sven Kums,2014-01-10,69,61,70
Sven Kums,2014-01-17,69,61,70
Sven Kums,2014-01-24,69,61,70
Sven Kums,2014-01-31,69,61,70
Sven Kums,2014-02-07,69,61,70
Sven Kums,2014-02-14,69,61,70
Sven Kums,2014-02-21,68,61,70
Sven Kums,2014-02-28,68,61,70
Sven Kums,2014-03-07,68,61,70
Sven Kums,2014-03-14,68,61,70
Sven Kums,2014-03-21,68,61,70
Sven Kums,2014-03-28,68,61,70
Sven Kums,2014-04-04,69,63,70
Sven Kums,2014-04-11,69,63,70
Sven Kums,2014-04-18,69,63,70
Sven Kums,2014-04-25,69,63,70
Sven Kums,2014-05-02,69,63,70
Sven Kums,2014-05-09,69,63,70
Sven Kums,2014-05-16,69,63,70
Sven Kums,2014-05-23,69,63,70
Sven Kums,2014-05-30,69,63,70
Sven Kums,2014-06-06,69,63,70
Sven Kums,2014-06-13,69,63,70
Sven Kums,2014-06-20,69,63,70
Sven Kums,2014-07-18,69,63,70
Sven Kums,2014-07-20,69,63,70
Sven Kums,2014-07-25,69,63,70
Sven Kums,2014-08-01,69,63,70
Sven Kums,2014-08-08,69,63,70
Sven Kums,2014-08-15,69,63,70
Sven Kums,2014-08-22,69,63,70
Sven Kums,2014-08-29,69,63,70
Sven Kums,2014-09-05,69,63,70
Sven Kums,2014-09-12,69,63,70
Sven Kums,2014-09-18,71,64,69
Sven Kums,2014-09-19,69,63,70
Sven Kums,2014-09-23,71,64,69
Sven Kums,2014-09-26,71,64,69
Sven Kums,2014-10-02,71,64,69
Sven Kums,2014-10-10,71,64,69
Sven Kums,2014-10-17,71,64,69
Sven Kums,2014-10-24,71,64,69
Sven Kums,2014-10-31,71,64,69
Sven Kums,2014-11-07,71,64,69
Sven Kums,2014-11-14,71,64,69
Sven Kums,2014-11-21,71,64,69
Sven Kums,2014-11-26,71,64,69
Sven Kums,2014-11-28,71,64,69
Sven Kums,2014-12-05,71,64,69
Sven Kums,2014-12-12,71,64,69
Sven Kums,2014-12-19,71,64,69
Sven Kums,2014-12-27,71,64,69
Sven Kums,2015-01-02,71,64,69
Sven Kums,2015-01-09,71,64,69
Sven Kums,2015-01-16,71,64,69
Sven Kums,2015-01-23,71,64,69
Sven Kums,2015-01-26,71,64,69
Sven Kums,2015-01-28,71,64,69
Sven Kums,2015-01-30,71,64,69
Sven Kums,2015-02-06,71,64,69
Sven Kums,2015-02-13,71,64,69
Sven Kums,2015-02-20,71,64,69
Sven Kums,2015-02-27,71,64,69
Sven Kums,2015-03-06,71,64,69
Sven Kums,2015-03-10,71,64,69
Sven Kums,2015-03-13,71,64,69
Sven Kums,2015-03-20,71,64,69
Sven Kums,2015-03-27,71,64,69
Sven Kums,2015-04-01,71,64,69
Sven Kums,2015-04-10,71,64,69
Sven Kums,2015-04-17,71,64,69
Sven Kums,2015-04-24,71,64,69
Sven Kums,2015-05-01,71,64,69
Sven Kums,2015-05-08,71,64,69
Sven Kums,2015-05-15,71,64,69
Sven Kums,2015-05-22,71,64,68
Sven Kums,2015-05-29,71,64,68
Sven Kums,2015-06-05,71,64,68
Sven Kums,2015-06-12,71,64,68
Sven Kums,2015-06-19,71,64,68
Sven Kums,2015-06-26,71,64,68
Sven Kums,2015-07-03,71,64,68
Sven Kums,2015-07-10,71,64,68
Sven Kums,2015-07-16,71,64,68
Sven Kums,2015-07-24,71,64,68
Sven Kums,2015-07-31,71,64,68
Sven Kums,2015-08-07,71,64,68
Sven Kums,2015-08-14,71,64,68
Sven Kums,2015-08-21,71,64,68
Sven Kums,2015-08-27,71,64,68
Sven Kums,2015-09-01,71,64,68
Sven Kums,2015-09-04,71,64,68
Sven Kums,2015-09-10,71,64,68
Sven Kums,2015-09-21,75,65,61
Sven Kums,2015-09-25,75,65,61
Sven Kums,2015-10-02,77,65,61
Sven Kums,2015-10-09,77,65,65
Sven Kums,2015-10-16,77,65,65
Sven Kums,2015-10-19,77,65,65
Sven Kums,2015-10-23,78,65,66
Sven Kums,2015-10-30,78,65,66
Sven Kums,2015-11-06,78,65,66
Sven Kums,2015-11-12,78,65,66
Sven Kums,2015-11-19,78,65,66
Sven Kums,2015-11-26,78,65,66
Sven Kums,2015-12-03,78,65,66
Sven Kums,2015-12-10,78,65,66
Sven Kums,2015-12-17,78,65,66
Sven Kums,2015-12-24,78,65,66
Sven Kums,2015-12-30,78,65,66
Sven Kums,2016-01-07,78,65,66
Sven Kums,2016-01-14,78,65,66
Sven Kums,2016-01-21,78,65,66
Sven Kums,2016-01-28,78,65,66
Sven Kums,2016-02-04,78,65,66
Sven Kums,2016-02-11,78,65,66
Sven Kums,2016-02-13,78,65,66
Sven Kums,2016-02-18,78,65,66
Sven Kums,2016-02-19,78,65,66
Sven Kums,2016-02-25,78,65,66
Sven Kums,2016-03-03,78,65,66
Sven Kums,2016-03-10,78,65,66
Sven Kums,2016-03-17,78,65,66
Sven Kums,2016-03-24,78,65,66
Sven Kums,2016-03-31,78,65,66
Sven Kums,2016-04-07,78,65,66
Sven Kums,2016-04-14,78,65,66
Sven Kums,2016-04-21,78,65,66
Sven Kums,2016-04-28,78,65,66
Sven Kums,2016-05-05,78,65,66
Sven Kums,2016-05-12,78,65,66
Sven Kums,2016-05-19,78,65,66
Sven Kums,2016-05-26,78,65,66
Sven Kums,2016-06-02,78,65,66
Sven Kums,2016-06-09,78,65,66
Sven Kums,2016-06-16,78,65,66
Sven Kums,2016-06-23,78,65,66
Sven Kums,2016-06-30,78,65,66
Sven Kums,2016-07-07,78,65,66
Sven Kums,2016-07-14,78,65,66
Sven Kums,2016-07-21,78,65,66
Sven Kums,2016-07-28,78,65,66
Sven Kums,2016-08-04,78,65,66
Sven Kums,2016-08-11,78,65,66
Sven Kums,2016-08-18,78,65,66
Sven Kums,2016-08-26,78,65,66
Sven Kums,2016-09-01,78,65,66
Sven Kums,2016-09-08,78,65,66
Sven Kums,2016-09-14,78,65,66
Sven Kums,2016-09-20,79,65,65
Sven Kums,2016-09-22,78,65,66
Sven Kums,2016-09-29,79,65,65
Sven Kums,2016-10-06,79,65,65
Sven Kums,2016-10-13,79,65,65
Sven Kums,2016-10-19,79,65,65
Sven Kums,2016-10-27,79,65,65
Sven Kums,2016-11-03,79,65,65
Sven Kums,2016-11-07,79,65,65
Sven Kums,2016-11-10,78,65,65
Sven Kums,2016-11-14,78,65,65
Sven Kums,2016-11-17,78,65,65
Sven Kums,2016-11-21,78,65,65
Sven Kums,2016-11-24,78,65,65
Sven Kums,2016-11-28,78,65,65
Nicklas Pedersen,2008-08-30,52,45,51
Nicklas Pedersen,2009-02-22,66,62,74
Nicklas Pedersen,2009-08-30,66,65,68
Nicklas Pedersen,2010-02-22,67,69,68
Nicklas Pedersen,2010-08-30,68,69,68
Nicklas Pedersen,2011-02-22,67,68,68
Nicklas Pedersen,2011-08-30,67,65,64
Nicklas Pedersen,2012-02-22,66,65,64
Nicklas Pedersen,2012-08-31,68,68,64
Nicklas Pedersen,2013-02-15,71,68,67
Nicklas Pedersen,2013-02-22,71,68,67
Nicklas Pedersen,2013-03-01,71,68,67
Nicklas Pedersen,2013-03-04,71,68,67
Nicklas Pedersen,2013-03-08,71,68,67
Nicklas Pedersen,2013-03-15,71,68,67
Nicklas Pedersen,2013-03-22,71,68,67
